Year,State,County,Deaths,Population,CrudeRate
2018,Alabama,"Autauga County, AL",31.0,55601.0,55.8
2018,Alabama,"Baldwin County, AL",174.0,218022.0,79.8
2018,Alabama,"Barbour County, AL",14.0,24881.0,Unreliable
2018,Alabama,"Bibb County, AL",25.0,22400.0,111.6
2018,Alabama,"Blount County, AL",58.0,57840.0,100.3
2018,Alabama,"Butler County, AL",18.0,19680.0,Unreliable
2018,Alabama,"Calhoun County, AL",115.0,114277.0,100.6
2018,Alabama,"Chambers County, AL",30.0,33615.0,89.2
2018,Alabama,"Cherokee County, AL",32.0,26032.0,122.9
2018,Alabama,"Chilton County, AL",50.0,44153.0,113.2
2018,Alabama,"Choctaw County, AL",16.0,12841.0,Unreliable
2018,Alabama,"Clarke County, AL",19.0,23920.0,Unreliable
2018,Alabama,"Clay County, AL",13.0,13275.0,Unreliable
2018,Alabama,"Cleburne County, AL",10.0,14987.0,Unreliable
2018,Alabama,"Coffee County, AL",40.0,51909.0,77.1
2018,Alabama,"Colbert County, AL",64.0,54762.0,116.9
2018,Alabama,"Conecuh County, AL",14.0,12277.0,Unreliable
2018,Alabama,"Covington County, AL",31.0,36986.0,83.8
2018,Alabama,"Crenshaw County, AL",12.0,13824.0,Unreliable
2018,Alabama,"Cullman County, AL",81.0,83442.0,97.1
2018,Alabama,"Dale County, AL",38.0,48956.0,77.6
2018,Alabama,"Dallas County, AL",54.0,38310.0,141.0
2018,Alabama,"DeKalb County, AL",62.0,71385.0,86.9
2018,Alabama,"Elmore County, AL",67.0,81887.0,81.8
2018,Alabama,"Escambia County, AL",38.0,36748.0,103.4
2018,Alabama,"Etowah County, AL",93.0,102501.0,90.7
2018,Alabama,"Fayette County, AL",12.0,16433.0,Unreliable
2018,Alabama,"Franklin County, AL",28.0,31363.0,89.3
2018,Alabama,"Geneva County, AL",32.0,26314.0,121.6
2018,Alabama,"Hale County, AL",17.0,14726.0,Unreliable
2018,Alabama,"Henry County, AL",14.0,17209.0,Unreliable
2018,Alabama,"Houston County, AL",82.0,104722.0,78.3
2018,Alabama,"Jackson County, AL",45.0,51736.0,87.0
2018,Alabama,"Jefferson County, AL",683.0,659300.0,103.6
2018,Alabama,"Lauderdale County, AL",88.0,92387.0,95.3
2018,Alabama,"Lawrence County, AL",37.0,32957.0,112.3
2018,Alabama,"Lee County, AL",93.0,163941.0,56.7
2018,Alabama,"Limestone County, AL",74.0,96174.0,76.9
2018,Alabama,"Lowndes County, AL",12.0,9974.0,Unreliable
2018,Alabama,"Macon County, AL",24.0,18439.0,130.2
2018,Alabama,"Madison County, AL",240.0,366519.0,65.5
2018,Alabama,"Marengo County, AL",22.0,19066.0,115.4
2018,Alabama,"Marion County, AL",27.0,29763.0,90.7
2018,Alabama,"Marshall County, AL",87.0,96109.0,90.5
2018,Alabama,"Mobile County, AL",346.0,413757.0,83.6
2018,Alabama,"Monroe County, AL",21.0,21067.0,99.7
2018,Alabama,"Montgomery County, AL",156.0,225763.0,69.1
2018,Alabama,"Morgan County, AL",105.0,119089.0,88.2
2018,Alabama,"Pickens County, AL",25.0,19938.0,125.4
2018,Alabama,"Pike County, AL",23.0,33338.0,69.0
2018,Alabama,"Randolph County, AL",27.0,22725.0,118.8
2018,Alabama,"Russell County, AL",62.0,57781.0,107.3
2018,Alabama,"St. Clair County, AL",94.0,88690.0,106.0
2018,Alabama,"Shelby County, AL",131.0,215707.0,60.7
2018,Alabama,"Sumter County, AL",16.0,12691.0,Unreliable
2018,Alabama,"Talladega County, AL",82.0,79828.0,102.7
2018,Alabama,"Tallapoosa County, AL",42.0,40497.0,103.7
2018,Alabama,"Tuscaloosa County, AL",129.0,208911.0,61.7
2018,Alabama,"Walker County, AL",63.0,63711.0,98.9
2018,Alabama,"Washington County, AL",20.0,16378.0,122.1
2018,Alabama,"Wilcox County, AL",10.0,10627.0,Unreliable
2018,Alabama,"Winston County, AL",19.0,23660.0,Unreliable
2018,Alaska,"Anchorage Borough, AK",244.0,291538.0,83.7
2018,Alaska,"Bethel Census Area, AK",36.0,18216.0,197.6
2018,Alaska,"Fairbanks North Star Borough, AK",83.0,98971.0,83.9
2018,Alaska,"Juneau Borough, AK",23.0,32113.0,71.6
2018,Alaska,"Kenai Peninsula Borough, AK",49.0,58533.0,83.7
2018,Alaska,"Ketchikan Gateway Borough, AK",17.0,13918.0,Unreliable
2018,Alaska,"Kodiak Island Borough, AK",12.0,13345.0,Unreliable
2018,Alaska,"Matanuska-Susitna Borough, AK",88.0,107610.0,81.8
2018,Alaska,"Nome Census Area, AK",12.0,10008.0,Unreliable
2018,Alaska,"North Slope Borough, AK",12.0,9872.0,Unreliable
2018,Alaska,"Northwest Arctic Borough, AK",21.0,7671.0,273.8
2018,Alaska,"Valdez-Cordova Census Area, AK",15.0,9164.0,Unreliable
2018,Alaska,"Wade Hampton Census Area, AK",17.0,8303.0,Unreliable
2018,Alaska,"Yukon-Koyukuk Census Area, AK",11.0,5327.0,Unreliable
2018,Arizona,"Apache County, AZ",143.0,71818.0,199.1
2018,Arizona,"Cochise County, AZ",113.0,126770.0,89.1
2018,Arizona,"Coconino County, AZ",170.0,142854.0,119.0
2018,Arizona,"Gila County, AZ",93.0,53889.0,172.6
2018,Arizona,"Graham County, AZ",26.0,38072.0,68.3
2018,Arizona,"La Paz County, AZ",38.0,21098.0,180.1
2018,Arizona,"Maricopa County, AZ",3622.0,4410824.0,82.1
2018,Arizona,"Mohave County, AZ",270.0,209550.0,128.8
2018,Arizona,"Navajo County, AZ",178.0,110445.0,161.2
2018,Arizona,"Pima County, AZ",986.0,1039073.0,94.9
2018,Arizona,"Pinal County, AZ",329.0,447138.0,73.6
2018,Arizona,"Santa Cruz County, AZ",33.0,46511.0,71.0
2018,Arizona,"Yavapai County, AZ",255.0,231993.0,109.9
2018,Arizona,"Yuma County, AZ",141.0,212128.0,66.5
2018,Arkansas,"Arkansas County, AR",15.0,17769.0,Unreliable
2018,Arkansas,"Ashley County, AR",20.0,20046.0,99.8
2018,Arkansas,"Baxter County, AR",41.0,41619.0,98.5
2018,Arkansas,"Benton County, AR",150.0,272608.0,55.0
2018,Arkansas,"Boone County, AR",33.0,37480.0,88.0
2018,Arkansas,"Bradley County, AR",10.0,10897.0,Unreliable
2018,Arkansas,"Carroll County, AR",37.0,28223.0,131.1
2018,Arkansas,"Clark County, AR",14.0,22061.0,Unreliable
2018,Arkansas,"Clay County, AR",19.0,14847.0,Unreliable
2018,Arkansas,"Cleburne County, AR",31.0,24965.0,124.2
2018,Arkansas,"Cleveland County, AR",11.0,8018.0,Unreliable
2018,Arkansas,"Columbia County, AR",15.0,23537.0,Unreliable
2018,Arkansas,"Conway County, AR",16.0,20891.0,Unreliable
2018,Arkansas,"Craighead County, AR",74.0,108558.0,68.2
2018,Arkansas,"Crawford County, AR",49.0,63406.0,77.3
2018,Arkansas,"Crittenden County, AR",62.0,48342.0,128.3
2018,Arkansas,"Cross County, AR",18.0,16676.0,Unreliable
2018,Arkansas,"Desha County, AR",12.0,11512.0,Unreliable
2018,Arkansas,"Drew County, AR",16.0,18328.0,Unreliable
2018,Arkansas,"Faulkner County, AR",100.0,124806.0,80.1
2018,Arkansas,"Franklin County, AR",19.0,17810.0,Unreliable
2018,Arkansas,"Fulton County, AR",12.0,12269.0,Unreliable
2018,Arkansas,"Garland County, AR",102.0,99154.0,102.9
2018,Arkansas,"Greene County, AR",43.0,45325.0,94.9
2018,Arkansas,"Hempstead County, AR",13.0,21741.0,Unreliable
2018,Arkansas,"Hot Spring County, AR",34.0,33701.0,100.9
2018,Arkansas,"Independence County, AR",24.0,37678.0,63.7
2018,Arkansas,"Izard County, AR",17.0,13593.0,Unreliable
2018,Arkansas,"Jackson County, AR",16.0,16811.0,Unreliable
2018,Arkansas,"Jefferson County, AR",68.0,68114.0,99.8
2018,Arkansas,"Johnson County, AR",23.0,26742.0,86.0
2018,Arkansas,"Lawrence County, AR",18.0,16434.0,Unreliable
2018,Arkansas,"Lee County, AR",11.0,8985.0,Unreliable
2018,Arkansas,"Lincoln County, AR",19.0,13383.0,Unreliable
2018,Arkansas,"Little River County, AR",11.0,12326.0,Unreliable
2018,Arkansas,"Logan County, AR",21.0,21737.0,96.6
2018,Arkansas,"Lonoke County, AR",72.0,73657.0,97.8
2018,Arkansas,"Madison County, AR",13.0,16481.0,Unreliable
2018,Arkansas,"Marion County, AR",24.0,16722.0,143.5
2018,Arkansas,"Miller County, AR",27.0,43592.0,61.9
2018,Arkansas,"Mississippi County, AR",35.0,41239.0,84.9
2018,Arkansas,"Montgomery County, AR",12.0,8924.0,Unreliable
2018,Arkansas,"Newton County, AR",12.0,7805.0,Unreliable
2018,Arkansas,"Ouachita County, AR",18.0,23606.0,Unreliable
2018,Arkansas,"Phillips County, AR",28.0,18029.0,155.3
2018,Arkansas,"Pike County, AR",14.0,10673.0,Unreliable
2018,Arkansas,"Poinsett County, AR",34.0,23974.0,141.8
2018,Arkansas,"Polk County, AR",16.0,20049.0,Unreliable
2018,Arkansas,"Pope County, AR",41.0,64000.0,64.1
2018,Arkansas,"Pulaski County, AR",348.0,392680.0,88.6
2018,Arkansas,"Randolph County, AR",22.0,17948.0,122.6
2018,Arkansas,"St. Francis County, AR",24.0,25439.0,94.3
2018,Arkansas,"Saline County, AR",97.0,121421.0,79.9
2018,Arkansas,"Scott County, AR",16.0,10319.0,Unreliable
2018,Arkansas,"Searcy County, AR",12.0,7958.0,Unreliable
2018,Arkansas,"Sebastian County, AR",92.0,127753.0,72.0
2018,Arkansas,"Sharp County, AR",10.0,17366.0,Unreliable
2018,Arkansas,"Stone County, AR",14.0,12457.0,Unreliable
2018,Arkansas,"Union County, AR",44.0,39126.0,112.5
2018,Arkansas,"Van Buren County, AR",14.0,16603.0,Unreliable
2018,Arkansas,"Washington County, AR",107.0,236961.0,45.2
2018,Arkansas,"White County, AR",56.0,78727.0,71.1
2018,Arkansas,"Yell County, AR",21.0,21535.0,97.5
2018,California,"Alameda County, CA",706.0,1666753.0,42.4
2018,California,"Amador County, CA",42.0,39383.0,106.6
2018,California,"Butte County, CA",286.0,231256.0,123.7
2018,California,"Calaveras County, CA",46.0,45602.0,100.9
2018,California,"Colusa County, CA",20.0,21627.0,92.5
2018,California,"Contra Costa County, CA",575.0,1150215.0,50.0
2018,California,"Del Norte County, CA",23.0,27828.0,82.7
2018,California,"El Dorado County, CA",135.0,190678.0,70.8
2018,California,"Fresno County, CA",614.0,994400.0,61.7
2018,California,"Glenn County, CA",24.0,28047.0,85.6
2018,California,"Humboldt County, CA",144.0,136373.0,105.6
2018,California,"Imperial County, CA",121.0,181827.0,66.5
2018,California,"Inyo County, CA",17.0,17987.0,Unreliable
2018,California,"Kern County, CA",700.0,896764.0,78.1
2018,California,"Kings County, CA",86.0,151366.0,56.8
2018,California,"Lake County, CA",105.0,64382.0,163.1
2018,California,"Lassen County, CA",34.0,30802.0,110.4
2018,California,"Los Angeles County, CA",4274.0,10105518.0,42.3
2018,California,"Madera County, CA",102.0,157672.0,64.7
2018,California,"Marin County, CA",139.0,259666.0,53.5
2018,California,"Mariposa County, CA",20.0,17471.0,114.5
2018,California,"Mendocino County, CA",91.0,87606.0,103.9
2018,California,"Merced County, CA",172.0,274765.0,62.6
2018,California,"Monterey County, CA",245.0,435594.0,56.2
2018,California,"Napa County, CA",79.0,139417.0,56.7
2018,California,"Nevada County, CA",89.0,99696.0,89.3
2018,California,"Orange County, CA",1421.0,3185968.0,44.6
2018,California,"Placer County, CA",204.0,393149.0,51.9
2018,California,"Plumas County, CA",28.0,18804.0,148.9
2018,California,"Riverside County, CA",1501.0,2450758.0,61.2
2018,California,"Sacramento County, CA",966.0,1540975.0,62.7
2018,California,"San Benito County, CA",33.0,61537.0,53.6
2018,California,"San Bernardino County, CA",1262.0,2171603.0,58.1
2018,California,"San Diego County, CA",1866.0,3343364.0,55.8
2018,California,"San Francisco County, CA",507.0,883305.0,57.4
2018,California,"San Joaquin County, CA",481.0,752660.0,63.9
2018,California,"San Luis Obispo County, CA",175.0,284010.0,61.6
2018,California,"San Mateo County, CA",299.0,769545.0,38.9
2018,California,"Santa Barbara County, CA",264.0,446527.0,59.1
2018,California,"Santa Clara County, CA",753.0,1937570.0,38.9
2018,California,"Santa Cruz County, CA",181.0,274255.0,66.0
2018,California,"Shasta County, CA",200.0,180040.0,111.1
2018,California,"Siskiyou County, CA",47.0,43724.0,107.5
2018,California,"Solano County, CA",304.0,446610.0,68.1
2018,California,"Sonoma County, CA",301.0,499942.0,60.2
2018,California,"Stanislaus County, CA",334.0,549815.0,60.7
2018,California,"Sutter County, CA",65.0,96807.0,67.1
2018,California,"Tehama County, CA",76.0,63916.0,118.9
2018,California,"Trinity County, CA",20.0,12535.0,159.6
2018,California,"Tulare County, CA",285.0,465861.0,61.2
2018,California,"Tuolumne County, CA",47.0,54539.0,86.2
2018,California,"Ventura County, CA",466.0,850967.0,54.8
2018,California,"Yolo County, CA",93.0,220408.0,42.2
2018,California,"Yuba County, CA",66.0,78041.0,84.6
2018,Colorado,"Adams County, CO",423.0,511868.0,82.6
2018,Colorado,"Alamosa County, CO",18.0,16683.0,Unreliable
2018,Colorado,"Arapahoe County, CO",446.0,651215.0,68.5
2018,Colorado,"Archuleta County, CO",15.0,13765.0,Unreliable
2018,Colorado,"Boulder County, CO",233.0,326078.0,71.5
2018,Colorado,"Broomfield County, CO",44.0,69267.0,63.5
2018,Colorado,"Chaffee County, CO",15.0,20027.0,Unreliable
2018,Colorado,"Conejos County, CO",10.0,8200.0,Unreliable
2018,Colorado,"Delta County, CO",39.0,30953.0,126.0
2018,Colorado,"Denver County, CO",575.0,716492.0,80.3
2018,Colorado,"Douglas County, CO",170.0,342776.0,49.6
2018,Colorado,"Eagle County, CO",30.0,54993.0,54.6
2018,Colorado,"Elbert County, CO",13.0,26282.0,Unreliable
2018,Colorado,"El Paso County, CO",752.0,713856.0,105.3
2018,Colorado,"Fremont County, CO",48.0,48021.0,100.0
2018,Colorado,"Garfield County, CO",46.0,59770.0,77.0
2018,Colorado,"Gunnison County, CO",10.0,17246.0,Unreliable
2018,Colorado,"Huerfano County, CO",13.0,6889.0,Unreliable
2018,Colorado,"Jefferson County, CO",449.0,580233.0,77.4
2018,Colorado,"Kit Carson County, CO",11.0,7163.0,Unreliable
2018,Colorado,"La Plata County, CO",42.0,56310.0,74.6
2018,Colorado,"Larimer County, CO",263.0,350518.0,75.0
2018,Colorado,"Las Animas County, CO",28.0,14503.0,193.1
2018,Colorado,"Logan County, CO",19.0,21528.0,Unreliable
2018,Colorado,"Mesa County, CO",174.0,153207.0,113.6
2018,Colorado,"Montezuma County, CO",34.0,26158.0,130.0
2018,Colorado,"Montrose County, CO",57.0,42214.0,135.0
2018,Colorado,"Morgan County, CO",32.0,28558.0,112.1
2018,Colorado,"Otero County, CO",22.0,18432.0,119.4
2018,Colorado,"Park County, CO",16.0,18556.0,Unreliable
2018,Colorado,"Pitkin County, CO",18.0,17950.0,Unreliable
2018,Colorado,"Prowers County, CO",13.0,12164.0,Unreliable
2018,Colorado,"Pueblo County, CO",201.0,167529.0,120.0
2018,Colorado,"Rio Grande County, CO",16.0,11250.0,Unreliable
2018,Colorado,"Routt County, CO",15.0,25733.0,Unreliable
2018,Colorado,"Saguache County, CO",13.0,6843.0,Unreliable
2018,Colorado,"Summit County, CO",16.0,31007.0,Unreliable
2018,Colorado,"Teller County, CO",18.0,25083.0,Unreliable
2018,Colorado,"Weld County, CO",255.0,314305.0,81.1
2018,Colorado,"Yuma County, CO",12.0,10020.0,Unreliable
2018,Connecticut,"Fairfield County, CT",511.0,943823.0,54.1
2018,Connecticut,"Hartford County, CT",699.0,892697.0,78.3
2018,Connecticut,"Litchfield County, CT",186.0,181111.0,102.7
2018,Connecticut,"Middlesex County, CT",139.0,162682.0,85.4
2018,Connecticut,"New Haven County, CT",691.0,857620.0,80.6
2018,Connecticut,"New London County, CT",227.0,266784.0,85.1
2018,Connecticut,"Tolland County, CT",99.0,150921.0,65.6
2018,Connecticut,"Windham County, CT",105.0,117027.0,89.7
2018,Delaware,"Kent County, DE",152.0,178550.0,85.1
2018,Delaware,"New Castle County, DE",500.0,559335.0,89.4
2018,Delaware,"Sussex County, DE",205.0,229286.0,89.4
2018,District of Columbia,"District of Columbia, DC",623.0,702455.0,88.7
2018,Florida,"Alachua County, FL",194.0,269956.0,71.9
2018,Florida,"Baker County, FL",24.0,28355.0,84.6
2018,Florida,"Bay County, FL",181.0,185287.0,97.7
2018,Florida,"Bradford County, FL",29.0,27732.0,104.6
2018,Florida,"Brevard County, FL",706.0,596849.0,118.3
2018,Florida,"Broward County, FL",1337.0,1951260.0,68.5
2018,Florida,"Calhoun County, FL",15.0,14587.0,Unreliable
2018,Florida,"Charlotte County, FL",138.0,184998.0,74.6
2018,Florida,"Citrus County, FL",227.0,147929.0,153.5
2018,Florida,"Clay County, FL",184.0,216072.0,85.2
2018,Florida,"Collier County, FL",306.0,378488.0,80.8
2018,Florida,"Columbia County, FL",83.0,70503.0,117.7
2018,Florida,"DeSoto County, FL",33.0,37489.0,88.0
2018,Florida,"Dixie County, FL",22.0,16700.0,131.7
2018,Florida,"Duval County, FL",934.0,950181.0,98.3
2018,Florida,"Escambia County, FL",286.0,315534.0,90.6
2018,Florida,"Flagler County, FL",102.0,112067.0,91.0
2018,Florida,"Gadsden County, FL",41.0,45894.0,89.3
2018,Florida,"Gilchrist County, FL",29.0,18256.0,158.9
2018,Florida,"Glades County, FL",18.0,13724.0,Unreliable
2018,Florida,"Gulf County, FL",17.0,16164.0,Unreliable
2018,Florida,"Hardee County, FL",25.0,27245.0,91.8
2018,Florida,"Hendry County, FL",40.0,41556.0,96.3
2018,Florida,"Hernando County, FL",215.0,190865.0,112.6
2018,Florida,"Highlands County, FL",105.0,105424.0,99.6
2018,Florida,"Hillsborough County, FL",1070.0,1436888.0,74.5
2018,Florida,"Holmes County, FL",25.0,19477.0,128.4
2018,Florida,"Indian River County, FL",163.0,157413.0,103.5
2018,Florida,"Jackson County, FL",54.0,48305.0,111.8
2018,Florida,"Jefferson County, FL",20.0,14288.0,140.0
2018,Florida,"Lafayette County, FL",11.0,8732.0,Unreliable
2018,Florida,"Lake County, FL",406.0,356495.0,113.9
2018,Florida,"Lee County, FL",747.0,754610.0,99.0
2018,Florida,"Leon County, FL",162.0,292502.0,55.4
2018,Florida,"Levy County, FL",51.0,40770.0,125.1
2018,Florida,"Madison County, FL",15.0,18529.0,Unreliable
2018,Florida,"Manatee County, FL",361.0,394855.0,91.4
2018,Florida,"Marion County, FL",621.0,359977.0,172.5
2018,Florida,"Martin County, FL",160.0,160912.0,99.4
2018,Florida,"Miami-Dade County, FL",1419.0,2761581.0,51.4
2018,Florida,"Monroe County, FL",87.0,75027.0,116.0
2018,Florida,"Nassau County, FL",81.0,85832.0,94.4
2018,Florida,"Okaloosa County, FL",191.0,207269.0,92.2
2018,Florida,"Okeechobee County, FL",49.0,41537.0,118.0
2018,Florida,"Orange County, FL",908.0,1380645.0,65.8
2018,Florida,"Osceola County, FL",249.0,367990.0,67.7
2018,Florida,"Palm Beach County, FL",1288.0,1485941.0,86.7
2018,Florida,"Pasco County, FL",616.0,539630.0,114.2
2018,Florida,"Pinellas County, FL",1001.0,975280.0,102.6
2018,Florida,"Polk County, FL",582.0,708009.0,82.2
2018,Florida,"Putnam County, FL",125.0,74163.0,168.5
2018,Florida,"St. Johns County, FL",165.0,254261.0,64.9
2018,Florida,"St. Lucie County, FL",267.0,321128.0,83.1
2018,Florida,"Santa Rosa County, FL",136.0,179349.0,75.8
2018,Florida,"Sarasota County, FL",410.0,426718.0,96.1
2018,Florida,"Seminole County, FL",324.0,467832.0,69.3
2018,Florida,"Sumter County, FL",169.0,128754.0,131.3
2018,Florida,"Suwannee County, FL",51.0,44191.0,115.4
2018,Florida,"Taylor County, FL",26.0,21623.0,120.2
2018,Florida,"Union County, FL",20.0,14940.0,133.9
2018,Florida,"Volusia County, FL",637.0,547538.0,116.3
2018,Florida,"Wakulla County, FL",39.0,32461.0,120.1
2018,Florida,"Walton County, FL",52.0,71375.0,72.9
2018,Florida,"Washington County, FL",25.0,24880.0,100.5
2018,Georgia,"Appling County, GA",21.0,18507.0,113.5
2018,Georgia,"Atkinson County, GA",10.0,8297.0,Unreliable
2018,Georgia,"Baldwin County, GA",24.0,44823.0,53.5
2018,Georgia,"Banks County, GA",18.0,18988.0,Unreliable
2018,Georgia,"Barrow County, GA",70.0,80809.0,86.6
2018,Georgia,"Bartow County, GA",81.0,106408.0,76.1
2018,Georgia,"Berrien County, GA",22.0,19252.0,114.3
2018,Georgia,"Bibb County, GA",129.0,153095.0,84.3
2018,Georgia,"Brantley County, GA",24.0,18897.0,127.0
2018,Georgia,"Brooks County, GA",18.0,15513.0,Unreliable
2018,Georgia,"Bryan County, GA",25.0,38109.0,65.6
2018,Georgia,"Bulloch County, GA",43.0,77296.0,55.6
2018,Georgia,"Burke County, GA",19.0,22423.0,Unreliable
2018,Georgia,"Butts County, GA",29.0,24193.0,119.9
2018,Georgia,"Camden County, GA",32.0,53677.0,59.6
2018,Georgia,"Candler County, GA",10.0,10836.0,Unreliable
2018,Georgia,"Carroll County, GA",99.0,118121.0,83.8
2018,Georgia,"Catoosa County, GA",38.0,67420.0,56.4
2018,Georgia,"Charlton County, GA",14.0,12968.0,Unreliable
2018,Georgia,"Chatham County, GA",216.0,289195.0,74.7
2018,Georgia,"Chattooga County, GA",29.0,24790.0,117.0
2018,Georgia,"Cherokee County, GA",155.0,254149.0,61.0
2018,Georgia,"Clarke County, GA",68.0,127330.0,53.4
2018,Georgia,"Clayton County, GA",196.0,289615.0,67.7
2018,Georgia,"Cobb County, GA",413.0,756865.0,54.6
2018,Georgia,"Coffee County, GA",38.0,43093.0,88.2
2018,Georgia,"Colquitt County, GA",41.0,45592.0,89.9
2018,Georgia,"Columbia County, GA",93.0,154291.0,60.3
2018,Georgia,"Cook County, GA",18.0,17162.0,Unreliable
2018,Georgia,"Coweta County, GA",81.0,145864.0,55.5
2018,Georgia,"Crawford County, GA",10.0,12318.0,Unreliable
2018,Georgia,"Crisp County, GA",21.0,22601.0,92.9
2018,Georgia,"Dade County, GA",10.0,16226.0,Unreliable
2018,Georgia,"Dawson County, GA",35.0,25083.0,139.5
2018,Georgia,"Decatur County, GA",17.0,26575.0,Unreliable
2018,Georgia,"DeKalb County, GA",449.0,756558.0,59.3
2018,Georgia,"Dodge County, GA",17.0,20705.0,Unreliable
2018,Georgia,"Dooly County, GA",15.0,13706.0,Unreliable
2018,Georgia,"Dougherty County, GA",66.0,91243.0,72.3
2018,Georgia,"Douglas County, GA",88.0,145331.0,60.6
2018,Georgia,"Effingham County, GA",48.0,62190.0,77.2
2018,Georgia,"Elbert County, GA",14.0,19120.0,Unreliable
2018,Georgia,"Emanuel County, GA",20.0,22612.0,88.4
2018,Georgia,"Fannin County, GA",25.0,25964.0,96.3
2018,Georgia,"Fayette County, GA",43.0,113459.0,37.9
2018,Georgia,"Floyd County, GA",92.0,97927.0,93.9
2018,Georgia,"Forsyth County, GA",103.0,236612.0,43.5
2018,Georgia,"Franklin County, GA",25.0,23023.0,108.6
2018,Georgia,"Fulton County, GA",657.0,1050114.0,62.6
2018,Georgia,"Gilmer County, GA",33.0,30816.0,107.1
2018,Georgia,"Glynn County, GA",65.0,85219.0,76.3
2018,Georgia,"Gordon County, GA",53.0,57685.0,91.9
2018,Georgia,"Grady County, GA",18.0,24748.0,Unreliable
2018,Georgia,"Greene County, GA",16.0,17698.0,Unreliable
2018,Georgia,"Gwinnett County, GA",428.0,927781.0,46.1
2018,Georgia,"Habersham County, GA",29.0,45388.0,63.9
2018,Georgia,"Hall County, GA",124.0,202148.0,61.3
2018,Georgia,"Haralson County, GA",31.0,29533.0,105.0
2018,Georgia,"Harris County, GA",23.0,34475.0,66.7
2018,Georgia,"Hart County, GA",15.0,26099.0,Unreliable
2018,Georgia,"Heard County, GA",15.0,11879.0,Unreliable
2018,Georgia,"Henry County, GA",154.0,230220.0,66.9
2018,Georgia,"Houston County, GA",96.0,155469.0,61.7
2018,Georgia,"Irwin County, GA",11.0,9398.0,Unreliable
2018,Georgia,"Jackson County, GA",58.0,70422.0,82.4
2018,Georgia,"Jasper County, GA",11.0,14040.0,Unreliable
2018,Georgia,"Jeff Davis County, GA",12.0,15029.0,Unreliable
2018,Georgia,"Jones County, GA",27.0,28616.0,94.4
2018,Georgia,"Lamar County, GA",14.0,19000.0,Unreliable
2018,Georgia,"Laurens County, GA",34.0,47325.0,71.8
2018,Georgia,"Lee County, GA",15.0,29764.0,Unreliable
2018,Georgia,"Liberty County, GA",47.0,61497.0,76.4
2018,Georgia,"Lowndes County, GA",80.0,116321.0,68.8
2018,Georgia,"Lumpkin County, GA",32.0,32955.0,97.1
2018,Georgia,"McDuffie County, GA",17.0,21531.0,Unreliable
2018,Georgia,"Macon County, GA",11.0,13143.0,Unreliable
2018,Georgia,"Madison County, GA",31.0,29650.0,104.6
2018,Georgia,"Marion County, GA",13.0,8351.0,Unreliable
2018,Georgia,"Meriwether County, GA",27.0,21068.0,128.2
2018,Georgia,"Mitchell County, GA",23.0,22192.0,103.6
2018,Georgia,"Monroe County, GA",29.0,27520.0,105.4
2018,Georgia,"Montgomery County, GA",12.0,9193.0,Unreliable
2018,Georgia,"Morgan County, GA",17.0,18853.0,Unreliable
2018,Georgia,"Murray County, GA",29.0,39921.0,72.6
2018,Georgia,"Muscogee County, GA",159.0,194160.0,81.9
2018,Georgia,"Newton County, GA",59.0,109541.0,53.9
2018,Georgia,"Oconee County, GA",18.0,39272.0,Unreliable
2018,Georgia,"Oglethorpe County, GA",10.0,15054.0,Unreliable
2018,Georgia,"Paulding County, GA",84.0,164044.0,51.2
2018,Georgia,"Peach County, GA",32.0,27297.0,117.2
2018,Georgia,"Pickens County, GA",25.0,31980.0,78.2
2018,Georgia,"Pierce County, GA",14.0,19389.0,Unreliable
2018,Georgia,"Pike County, GA",10.0,18634.0,Unreliable
2018,Georgia,"Polk County, GA",28.0,42470.0,65.9
2018,Georgia,"Putnam County, GA",15.0,21809.0,Unreliable
2018,Georgia,"Richmond County, GA",194.0,201554.0,96.3
2018,Georgia,"Rockdale County, GA",61.0,90594.0,67.3
2018,Georgia,"Spalding County, GA",56.0,66100.0,84.7
2018,Georgia,"Stephens County, GA",32.0,26035.0,122.9
2018,Georgia,"Sumter County, GA",18.0,29733.0,Unreliable
2018,Georgia,"Tattnall County, GA",17.0,25391.0,Unreliable
2018,Georgia,"Telfair County, GA",11.0,15876.0,Unreliable
2018,Georgia,"Thomas County, GA",34.0,44448.0,76.5
2018,Georgia,"Tift County, GA",27.0,40571.0,66.5
2018,Georgia,"Toombs County, GA",19.0,26887.0,Unreliable
2018,Georgia,"Towns County, GA",12.0,11852.0,Unreliable
2018,Georgia,"Troup County, GA",50.0,70034.0,71.4
2018,Georgia,"Twiggs County, GA",11.0,8188.0,Unreliable
2018,Georgia,"Union County, GA",20.0,24001.0,83.3
2018,Georgia,"Upson County, GA",22.0,26215.0,83.9
2018,Georgia,"Walker County, GA",56.0,69410.0,80.7
2018,Georgia,"Walton County, GA",78.0,93503.0,83.4
2018,Georgia,"Ware County, GA",27.0,35680.0,75.7
2018,Georgia,"Warren County, GA",10.0,5251.0,Unreliable
2018,Georgia,"Washington County, GA",17.0,20386.0,Unreliable
2018,Georgia,"Wayne County, GA",41.0,29808.0,137.5
2018,Georgia,"White County, GA",15.0,29970.0,Unreliable
2018,Georgia,"Whitfield County, GA",54.0,104062.0,51.9
2018,Georgia,"Wilkinson County, GA",10.0,9036.0,Unreliable
2018,Georgia,"Worth County, GA",18.0,20299.0,Unreliable
