"cs_code","year","state","cs_name","total_deaths","population","total_deaths_lag1","pop_lag1","covid_deaths","num_counties","death_offset","death_offset_lag1","total_death_rate","death_rate_lag1","time","time_orig_vals","fitted_deaths","fitted_death_rate","pred_deaths_lwr_ci","pred_deaths_upr_ci","pred_death_rate_lwr_ci","pred_death_rate_upr_ci","pred_death_std_err","pred_death_rate_std_err","covid_deaths_2020","covid_excess_ratio"
"01CS002",2012,"AL","Baldwin",1801,190145,1852,186558,0,1,190.145,186.558,9.47171895132662,9.92720762443851,14,14,1855.42610830849,9.75795371063394,1750.975,1960,9.20863025585737,10.307922900944,53.9542278482669,0.283753071857093,179,0.653180265998875
"01CS002",2013,"AL","Baldwin",1973,194885,1801,190145,0,1,194.885,190.145,10.1239192344203,9.47171895132662,15,15,1934.36665034324,9.92568258379679,1823,2042,9.35423454857993,10.4779741899069,54.7398704091671,0.280882933058815,179,0.653180265998875
"01CS002",2014,"AL","Baldwin",1952,199183,1973,194885,0,1,199.183,194.885,9.80003313535794,10.1239192344203,16,16,1978.1981040605,9.93156094677006,1874,2086.025,9.40843345064589,10.4729068243776,55.337408981925,0.27782194756543,179,0.653180265998875
"01CS002",2015,"AL","Baldwin",2092,202939,1952,199183,0,1,202.939,199.183,10.3085163522044,9.80003313535794,17,17,2046.14229093686,10.0825484058602,1938,2157.05,9.54966763411666,10.6290560217602,57.8811212676396,0.285214381009267,179,0.653180265998875
"01CS002",2016,"AL","Baldwin",1974,207601,2092,202939,0,1,207.601,202.939,9.50862471760733,10.3085163522044,18,18,2098.86182816665,10.1100757133475,1981.975,2211,9.54703975414377,10.6502377156179,58.2895032161468,0.280776601346558,179,0.653180265998875
"01CS002",2017,"AL","Baldwin",2189,212521,1974,207601,0,1,212.521,207.601,10.3001585725646,9.50862471760733,19,19,2196.74303284415,10.3365927736278,2085,2323.025,9.81079516847747,10.9308021324951,59.0012697221749,0.277625598045251,179,0.653180265998875
"01CS002",2018,"AL","Baldwin",2357,217855,2189,212521,0,1,217.855,212.521,10.819122811044,10.3001585725646,20,20,2248.55429359216,10.3213343443674,2131,2379.05,9.78173555805467,10.9203369213468,61.2101493085777,0.280967383390685,179,0.653180265998875
"01CS002",2019,"AL","Baldwin",2283,223234,2357,217855,0,1,223.234,217.855,10.2269367569456,10.819122811044,21,21,2310.00371525429,10.3479027175712,2188.95,2437.025,9.80562996676134,10.9169078187014,64.4340075762197,0.288638861357229,179,0.653180265998875
"01CS002",2020,"AL","Baldwin",2691,229157,2283,223234,179,1,229.157,223.234,11.7430407973573,10.2269367569456,22,22,2416.95620333651,10.5471628767025,2298.925,2540.025,10.0320958993179,11.0842130068032,62.8589165304922,0.274305024635914,179,0.653180265998875
"01CS003",2011,"AL","Barbour+Bullock+Henry",642,55393,622,55499,0,3,55.393,55.499,11.5899120827541,11.2074091425071,13,13,604.519145766138,10.9132768719177,545.975,663,9.85638979654469,11.9690213564891,29.9978115818421,0.541545169639523,88,0.693889156776031
"01CS003",2012,"AL","Barbour+Bullock+Henry",614,54928,642,55393,0,3,54.928,55.393,11.1782697349257,11.5899120827541,14,14,608.983236550474,11.0869362902431,551.975,669,10.0490642295368,12.1795805418002,30.3316184546436,0.552206860884133,88,0.693889156776031
"01CS003",2013,"AL","Barbour+Bullock+Henry",588,54615,614,54928,0,3,54.615,54.928,10.7662730019225,11.1782697349257,15,15,622.446512495316,11.3969882357469,563.975,681,10.3263755378559,12.4691018950838,30.6461949557407,0.56113146490416,88,0.693889156776031
"01CS003",2014,"AL","Barbour+Bullock+Henry",619,54497,588,54615,0,3,54.497,54.615,11.3584233994532,10.7662730019225,16,16,638.474459761514,11.7157726069603,583,702.025,10.6978365781603,12.88190175606,30.649241622135,0.562402363839019,88,0.693889156776031
"01CS003",2015,"AL","Barbour+Bullock+Henry",642,53784,619,54497,0,3,53.784,54.497,11.9366354306113,11.3584233994532,17,17,638.157976856768,11.8652011166289,581,699,10.8024691358025,12.9964301651049,29.9019893647223,0.555964401396741,88,0.693889156776031
"01CS003",2016,"AL","Barbour+Bullock+Henry",604,53267,642,53784,0,3,53.267,53.784,11.3391030093679,11.9366354306113,18,18,640.217311606658,12.0190232527955,580,699.05,10.8885426248897,13.1235098653951,31.8064289086329,0.597113201581334,88,0.693889156776031
"01CS003",2017,"AL","Barbour+Bullock+Henry",681,52448,604,53267,0,3,52.448,53.267,12.9842892007322,11.3391030093679,19,19,649.793900721872,12.3892979850876,586,710.025,11.172971323978,13.5376944783405,30.9980404140247,0.591024260487048,88,0.693889156776031
"01CS003",2018,"AL","Barbour+Bullock+Henry",645,52219,681,52448,0,3,52.219,52.448,12.3518259637297,12.9842892007322,20,20,645.041160550035,12.3526141931105,583,711,11.1645186617898,13.6157337367625,32.8972378667155,0.629985979561376,88,0.693889156776031
"01CS003",2019,"AL","Barbour+Bullock+Henry",675,51992,645,52219,0,3,51.992,52.219,12.9827665794738,12.3518259637297,21,21,662.366295691718,12.7397733438167,599,726.025,11.5210032312663,13.9641675642407,31.8387528364756,0.612377920381512,88,0.693889156776031
"01CS003",2020,"AL","Barbour+Bullock+Henry",794,51740,675,51992,88,3,51.74,51.992,15.3459605720912,12.9827665794738,22,22,667.178591795744,12.8948316929985,603.975,736,11.6732701971395,14.2249710088906,33.6537428142162,0.650439559609899,88,0.693889156776031
"01CS004",2011,"AL","Bibb+Chilton+Coosa+Perry",1033,88370,980,88866,0,4,88.37,88.866,11.6894873825959,11.0278396687147,13,13,1011.63341356009,11.4477018621714,930,1092.05,10.523933461582,12.3577005771189,40.0376854382875,0.453068750008911,174,0.766477344131041
"01CS004",2012,"AL","Bibb+Chilton+Coosa+Perry",1001,87758,1033,88370,0,4,87.758,88.37,11.4063675106543,11.6894873825959,14,14,1002.98236560532,11.4289565122874,929,1077,10.5859294879099,12.2723854235511,39.3435478669471,0.448318647495922,174,0.766477344131041
"01CS004",2013,"AL","Bibb+Chilton+Coosa+Perry",1036,87402,1001,87758,0,4,87.402,87.758,11.853275668749,11.4063675106543,15,15,1011.36959057935,11.5714696526321,932,1087.025,10.6633715475618,12.4370723782064,39.9755789315291,0.457376020360279,174,0.766477344131041
"01CS004",2014,"AL","Bibb+Chilton+Coosa+Perry",936,87151,1036,87402,0,4,87.151,87.402,10.7399800346525,11.853275668749,16,16,1010.02986912546,11.5894237487288,930.975,1090,10.6823214879921,12.5070280318069,40.2116970616832,0.461402589318346,174,0.766477344131041
