"cs_code","year","state","cs_name","total_deaths","population","total_deaths_lag1","pop_lag1","covid_deaths","num_counties","death_offset","death_offset_lag1","total_death_rate","death_rate_lag1","time","time_orig_vals","fitted_deaths","fitted_death_rate","pred_deaths_lwr_ci","pred_deaths_upr_ci","pred_death_rate_lwr_ci","pred_death_rate_upr_ci","pred_death_std_err","pred_death_rate_std_err","covid_deaths_2020","covid_excess_ratio"
"18CS046",2018,"IN","St. Joseph",2781,270972,2744,270057,0,1,270.972,270.057,10.263053009167,10.160817901406,20,20,2786.13245228002,10.2819939044625,2642.95,2918.025,9.75359077690684,10.768732562774,69.5280883821357,0.256587722650812,417,0.996356952345594
"18CS046",2019,"IN","St. Joseph",2822,271826,2781,270972,0,1,271.826,270.972,10.3816411969422,10.263053009167,21,21,2833.74120041976,10.4248350062899,2699,2968,9.92914585065446,10.9187494941617,69.5941988351868,0.2560248057036,417,0.996356952345594
"18CS046",2020,"IN","St. Joseph",3294,272116,2822,271826,417,1,272.116,271.826,12.105131635038,10.3816411969422,22,22,2875.47529455351,10.5670937929174,2732.925,3009,10.0432352379132,11.0577841802761,73.4642221965423,0.269973916258296,417,0.996356952345594
"18CS047",2011,"IN","Tippecanoe",1188,175861,1070,173104,0,1,175.861,173.104,6.75533517948835,6.18125519918662,13,13,1104.03875629065,6.27790559754949,1022,1184.025,5.81140787326354,6.73273210092061,41.8450072963984,0.237943644676184,100,1.04515974294043
"18CS047",2012,"IN","Tippecanoe",1059,179124,1188,175861,0,1,179.124,175.861,5.91210558049173,6.75533517948835,14,14,1120.27645634132,6.25419517396505,1045,1202.025,5.83394743306313,6.71057479734709,39.8123212702415,0.222261233951014,100,1.04515974294043
"18CS047",2013,"IN","Tippecanoe",1110,181953,1059,179124,0,1,181.953,179.124,6.10047649667771,5.91210558049173,15,15,1157.78741964081,6.36311256006115,1078.975,1237.075,5.92996543063319,6.79887113705187,41.9915972337114,0.230782659443435,100,1.04515974294043
"18CS047",2014,"IN","Tippecanoe",1163,184433,1110,181953,0,1,184.433,181.953,6.30581295104455,6.10047649667771,16,16,1175.85203816957,6.37549699982961,1098.975,1261.025,5.95866791734668,6.83730677264915,41.7929746695749,0.226602477157423,100,1.04515974294043
"18CS047",2015,"IN","Tippecanoe",1186,186723,1163,184433,0,1,186.723,184.433,6.3516545899541,6.30581295104455,17,17,1192.46839060432,6.38629622812571,1113,1272,5.96070114554715,6.81222988062531,39.9619368323833,0.214017217120458,100,1.04515974294043
"18CS047",2016,"IN","Tippecanoe",1215,190292,1186,186723,0,1,190.292,186.723,6.38492422172241,6.3516545899541,18,18,1220.20649330442,6.41228476922002,1140.975,1298.025,5.9959168015471,6.82122737687344,41.238188468799,0.216710048077686,100,1.04515974294043
"18CS047",2017,"IN","Tippecanoe",1285,191199,1215,190292,0,1,191.199,190.292,6.72074644741866,6.38492422172241,19,19,1231.24150675293,6.43958130927951,1147,1319,5.99898535034179,6.89857164524919,43.4507727048513,0.227254183886167,100,1.04515974294043
"18CS047",2018,"IN","Tippecanoe",1290,193817,1285,191199,0,1,193.817,191.199,6.65576291037422,6.72074644741866,20,20,1247.79399076837,6.43800074693332,1161,1336,5.9901866193368,6.89310019244958,43.6720426739042,0.225326171976164,100,1.04515974294043
"18CS047",2019,"IN","Tippecanoe",1221,195732,1290,193817,0,1,195.732,193.817,6.23812151308933,6.65576291037422,21,21,1267.33494812951,6.47484799690144,1187.95,1354.025,6.06926818302577,6.91774978031186,42.9735581689683,0.219553052995771,100,1.04515974294043
"18CS047",2020,"IN","Tippecanoe",1377,195738,1221,195732,100,1,195.738,195.732,7.03491401771756,6.23812151308933,22,22,1281.32084599942,6.54610165629272,1194.925,1366,6.10471650880258,6.97871644749614,44.2397169018016,0.226014963378606,100,1.04515974294043
"18CS048",2011,"IN","Vanderburgh",1853,180468,1785,179842,0,1,180.468,179.842,10.2677482988674,9.9253789437395,13,13,1875.7691585553,10.3939155892197,1775,1979.025,9.83553871046391,10.9660715473103,52.0608212873473,0.288476745391689,261,0.805414997033031
"18CS048",2012,"IN","Vanderburgh",1895,181040,1853,180468,0,1,181.04,180.468,10.4673000441891,10.2677482988674,14,14,1898.17090293183,10.4848149742147,1795,2013.05,9.91493592576226,11.119365885992,54.9012618119889,0.303254870813019,261,0.805414997033031
"18CS048",2013,"IN","Vanderburgh",1956,181580,1895,181040,0,1,181.58,181.04,10.7721114660205,10.4673000441891,15,15,1924.56032894644,10.5989664552618,1814,2034,9.99008701398832,11.2016741931931,55.5605779471544,0.305984017772631,261,0.805414997033031
"18CS048",2014,"IN","Vanderburgh",1943,181934,1956,181580,0,1,181.934,181.58,10.67969703299,10.7721114660205,16,16,1946.26161098661,10.6976244736367,1840.975,2062.025,10.1189167500302,11.333917794365,57.1653098272689,0.314209052883292,261,0.805414997033031
"18CS048",2015,"IN","Vanderburgh",2033,181504,1943,181934,0,1,181.504,181.934,11.200855077574,10.67969703299,17,17,1971.3305523542,10.8610859945467,1858.975,2089.05,10.2420607810296,11.5096636988717,58.6929779160732,0.323370162178647,261,0.805414997033031
"18CS048",2016,"IN","Vanderburgh",1936,181427,2033,181504,0,1,181.427,181.504,10.6709585673577,11.200855077574,18,18,1982.45612805847,10.9270181839444,1877.975,2098.025,10.351132962569,11.564017483616,56.6517911582806,0.31225667159949,261,0.805414997033031
"18CS048",2017,"IN","Vanderburgh",1987,180954,1936,181427,0,1,180.954,181.427,10.9806912253943,10.6709585673577,19,19,2020.58665109799,11.1663000049625,1909,2131,10.5496424505675,11.7764735789206,56.5650192734468,0.312593362254754,261,0.805414997033031
"18CS048",2018,"IN","Vanderburgh",2033,181120,1987,180954,0,1,181.12,180.954,11.2246024734982,10.9806912253943,20,20,2041.1164866359,11.2694152309845,1926,2150.05,10.6338339222615,11.8708590989399,58.2954015153669,0.321860653242971,261,0.805414997033031
"18CS048",2019,"IN","Vanderburgh",2090,181451,2033,181120,0,1,181.451,181.12,11.5182611283487,11.2246024734982,21,21,2065.74818043348,11.3846062046144,1945.975,2175,10.724520669492,11.9867071550997,59.5518473140718,0.328197955999536,261,0.805414997033031
"18CS048",2020,"IN","Vanderburgh",2405,181070,2090,181451,261,1,181.07,181.451,13.2821560722373,11.5182611283487,22,22,2080.9434565268,11.4924805684365,1965.95,2205.025,10.8574032142265,12.1777489368752,61.2115388753746,0.338054558322055,261,0.805414997033031
"18CS049",2011,"IN","Warrick",498,60201,475,59839,0,1,60.201,59.839,8.27228783575024,7.93796687778873,13,13,489.430875736096,8.12994594335801,439,544,7.29223767047059,9.03639474427335,27.2683431388403,0.452954986442755,95,0.705340411438824
"18CS049",2012,"IN","Warrick",520,60347,498,60201,0,1,60.347,60.201,8.61683265116742,8.27228783575024,14,14,504.188992145717,8.35483109592385,452,556.025,7.49001607370706,9.21379687474108,26.3212280497329,0.436164648611081,95,0.705340411438824
"18CS049",2013,"IN","Warrick",529,60852,520,60347,0,1,60.852,60.347,8.69322290146585,8.61683265116742,15,15,522.392104803231,8.58463328737316,469.975,580,7.72324656543746,9.53132189574706,27.1347059550544,0.445913132765635,95,0.705340411438824
"18CS049",2014,"IN","Warrick",510,60956,529,60852,0,1,60.956,60.852,8.36669072773804,8.69322290146585,16,16,539.823586250094,8.85595488959404,488.975,595,8.02176980116806,9.76113918236105,27.9937916576403,0.459245876659234,95,0.705340411438824
"18CS049",2015,"IN","Warrick",547,61522,510,60956,0,1,61.522,60.956,8.89112837684081,8.36669072773804,17,17,565.429293049649,9.19068452016594,511.975,622,8.32181983680635,10.1102044796983,28.2488977523765,0.459167415759835,95,0.705340411438824
"18CS049",2016,"IN","Warrick",568,62005,547,61522,0,1,62.005,61.522,9.1605515684219,8.89112837684081,18,18,583.980506734572,9.41828089242113,526.975,643.025,8.49891137811467,10.3705346343037,29.6534159259279,0.478242334100926,95,0.705340411438824
"18CS049",2017,"IN","Warrick",606,62401,568,62005,0,1,62.401,62.005,9.71138283040336,9.1605515684219,19,19,604.549393563724,9.68813630492658,545.975,659,8.74945914328296,10.5607281934584,28.9158117328248,0.463386992721668,95,0.705340411438824
"18CS049",2018,"IN","Warrick",669,62474,606,62401,0,1,62.474,62.401,10.7084547171623,9.71138283040336,20,20,620.002009492489,9.92416060269055,566,680,9.05976886384736,10.8845279636329,29.9989343154063,0.480182705051802,95,0.705340411438824
"18CS049",2019,"IN","Warrick",619,62998,669,62474,0,1,62.998,62.474,9.82570875265882,10.7084547171623,21,21,636.203238224895,10.0987846951474,577,695.025,9.15902092129909,11.0324930950189,30.7828415571782,0.488632044782027,95,0.705340411438824
"18CS049",2020,"IN","Warrick",797,62675,619,62998,95,1,62.675,62.998,12.7163940965297,9.82570875265882,22,22,662.313260860512,10.567423388281,601.975,728.05,9.60470682090148,11.6162744315915,32.1374906036906,0.512764110150628,95,0.705340411438824
"18CS050",2011,"IN","Wayne",768,68636,747,68889,0,1,68.636,68.889,11.1894632554345,10.8435308975308,13,13,810.028504742273,11.8018023302971,739.975,882,10.7811498339064,12.850399207413,35.6349030771422,0.519186769000848,143,1.26882369996466
"18CS050",2012,"IN","Wayne",835,68224,768,68636,0,1,68.224,68.636,12.2390947467167,11.1894632554345,14,14,826.006094881704,12.1072656965541,757.975,898.025,11.1100932223265,13.1628898921201,36.2164580796609,0.530846301589776,143,1.26882369996466
"18CS050",2013,"IN","Wayne",832,67785,835,68224,0,1,67.785,68.224,12.2741019399572,12.2390947467167,15,15,833.179567269509,12.291503537206,766.95,909.025,11.3144500995796,13.4104152836173,37.6865497496392,0.555971818981179,143,1.26882369996466
"18CS050",2014,"IN","Wayne",888,67378,832,67785,0,1,67.378,67.785,13.1793760574668,12.2741019399572,16,16,853.544766468343,12.6680038954606,781,923.075,11.5913206091009,13.6999465700971,37.2597410659857,0.552995652378903,143,1.26882369996466
"18CS050",2015,"IN","Wayne",887,66972,888,67378,0,1,66.972,67.378,13.2443409185928,13.1793760574668,17,17,863.160358790627,12.8883766169538,793,941.025,11.8407692767127,14.0510213223437,37.7479668989603,0.563638041255455,143,1.26882369996466
"18CS050",2016,"IN","Wayne",863,66630,887,66972,0,1,66.63,66.972,12.9521236680174,13.2443409185928,18,18,884.663246789389,13.2772511899953,810,960,12.1566861773976,14.4079243583971,38.0974325955224,0.571775965713978,143,1.26882369996466
"18CS050",2017,"IN","Wayne",930,66179,863,66630,0,1,66.179,66.63,14.052796204234,12.9521236680174,19,19,910.001524254932,13.7506085654805,835,983.025,12.6172955167047,14.8540322458786,38.3155569697989,0.578968509191721,143,1.26882369996466
"18CS050",2018,"IN","Wayne",959,66046,930,66179,0,1,66.046,66.179,14.5201829028253,14.052796204234,20,20,921.29383789151,13.9492753216169,850,996,12.8698180056324,15.0803985101293,37.8568493279755,0.573189130726698,143,1.26882369996466
"18CS050",2019,"IN","Wayne",881,65884,959,66046,0,1,65.884,66.046,13.3719871288932,14.5201829028253,21,21,941.122098912186,14.2845318880485,870,1019.025,13.2050270171817,15.4669570760731,38.5374138762355,0.584928265986211,143,1.26882369996466
"18CS050",2020,"IN","Wayne",1093,65427,881,65884,143,1,65.427,65.884,16.7056414018677,13.3719871288932,22,22,980.297187147448,14.9830679558508,900,1059.05,13.7557888944931,16.1867424763477,39.9481986399209,0.610576652451142,143,1.26882369996466
"19CS001",2011,"IA","Allamakee+Clayton+Winneshiek",543,53290,504,53534,0,3,53.29,53.534,10.1895289923062,9.41457765158591,13,13,535.599193425698,10.0506510306943,484,589,9.08237943328955,11.052730343404,27.8239121815946,0.522122577999524,109,1.41530929175362
"19CS001",2012,"IA","Allamakee+Clayton+Winneshiek",533,53136,543,53290,0,3,53.136,53.29,10.0308641975309,10.1895289923062,14,14,538.528610210153,10.1349106107,485,596,9.12752183077386,11.2165010538994,28.3456853485302,0.533455385210218,109,1.41530929175362
"19CS001",2013,"IA","Allamakee+Clayton+Winneshiek",514,52704,533,53136,0,3,52.704,53.136,9.75258044930176,10.0308641975309,15,15,546.148786906025,10.3625680575673,492,607,9.3351548269581,11.5171523982999,29.1396930785606,0.552893387191875,109,1.41530929175362
"19CS001",2014,"IA","Allamakee+Clayton+Winneshiek",582,52526,514,52704,0,3,52.526,52.704,11.0802269352321,9.75258044930176,16,16,557.52035819923,10.6141788485556,500.975,615.025,9.5376575410273,11.7089631801394,29.0316454310884,0.552709999449576,109,1.41530929175362
"19CS001",2015,"IA","Allamakee+Clayton+Winneshiek",575,52345,582,52526,0,3,52.345,52.526,10.9848123029898,11.0802269352321,17,17,555.677097027746,10.6156671511653,501,613,9.57111471964849,11.7107651160569,28.6924890856463,0.548141925411143,109,1.41530929175362
"19CS001",2016,"IA","Allamakee+Clayton+Winneshiek",546,51939,575,52345,0,3,51.939,52.345,10.5123317738116,10.9848123029898,18,18,563.223013360926,10.8439325624468,505,620,9.72294422303086,11.9370800361963,28.7755181785914,0.554025263840109,109,1.41530929175362
"19CS001",2017,"IA","Allamakee+Clayton+Winneshiek",594,51580,546,51939,0,3,51.58,51.939,11.5160915083366,10.5123317738116,19,19,574.565710216599,11.1393119468127,519,632,10.0620395502133,12.252811167119,29.289872236246,0.567853281043932,109,1.41530929175362
"19CS001",2018,"IA","Allamakee+Clayton+Winneshiek",561,51409,594,51580,0,3,51.409,51.58,10.912486140559,11.5160915083366,20,20,575.502820064702,11.1945927768426,519,631,10.0955085685386,12.2741154272598,29.3854028030568,0.571600357973444,109,1.41530929175362
"19CS001",2019,"IA","Allamakee+Clayton+Winneshiek",589,51227,561,51409,0,3,51.227,51.409,11.4978429343901,10.912486140559,21,21,590.234410589045,11.5219398088712,536,652.025,10.4632322798524,12.7281511702813,29.0089198080251,0.566281839811526,109,1.41530929175362
"19CS001",2020,"IA","Allamakee+Clayton+Winneshiek",672,51066,589,51227,109,3,51.066,51.227,13.1594407237692,11.4978429343901,22,22,594.985031868939,11.6512950273947,539.975,658,10.5740610190734,12.8852857086907,29.9376893103199,0.586254833163355,109,1.41530929175362
"19CS002",2011,"IA","Audubon and Nearby Counties",628,50166,683,50816,0,5,50.166,50.816,12.5184387832396,13.4406486146096,13,13,633.638932997566,12.630844257018,569.95,704.025,11.3612805485787,14.0339074273412,32.9325953249184,0.656472418070374,123,1.41676636275287
"19CS002",2012,"IA","Audubon and Nearby Counties",618,49819,628,50166,0,5,49.819,50.166,12.404905758847,12.5184387832396,14,14,648.525753023795,13.0176389133422,588.95,713,11.8217948975291,14.3118087476666,32.118327524374,0.644700365811719,123,1.41676636275287
"19CS002",2013,"IA","Audubon and Nearby Counties",620,49392,618,49819,0,5,49.392,49.819,12.5526401036605,12.404905758847,15,15,654.745883891482,13.2561119997466,593,716,12.0059928733398,14.4962747003563,31.623879280391,0.640263185948959,123,1.41676636275287
"19CS002",2014,"IA","Audubon and Nearby Counties",709,49098,620,49392,0,5,49.098,49.392,14.4405067416188,12.5526401036605,16,16,660.204922196502,13.4466764877694,598.975,721.025,12.1995804309748,14.6854250682309,31.0971884763097,0.633369759996532,123,1.41676636275287
"19CS002",2015,"IA","Audubon and Nearby Counties",712,48645,709,49098,0,5,48.645,49.098,14.6366533045534,14.4405067416188,17,17,646.588908120508,13.2919911218112,584.975,708,12.0253880152122,14.554424915202,31.8066543865158,0.653852490215146,123,1.41676636275287
"19CS002",2016,"IA","Audubon and Nearby Counties",631,48104,712,48645,0,5,48.104,48.645,13.1174122734076,14.6366533045534,18,18,648.123502487453,13.4733806437604,586.975,712.025,12.202207716614,14.8017836354565,32.6709899541563,0.679174080204481,123,1.41676636275287
"19CS002",2017,"IA","Audubon and Nearby Counties",693,47964,631,48104,0,5,47.964,48.104,14.4483362521891,13.1174122734076,19,19,671.958752117033,14.0096479050336,608.975,736,12.6965015428238,15.3448419648069,32.3518162552741,0.674502048521267,123,1.41676636275287
"19CS002",2018,"IA","Audubon and Nearby Counties",638,47772,693,47964,0,5,47.772,47.964,13.355103407854,14.4483362521891,20,20,667.064706358062,13.9635080456766,603.975,728,12.6428661140417,15.2390521644478,31.0119856548118,0.649166575709868,123,1.41676636275287
"19CS002",2019,"IA","Audubon and Nearby Counties",669,47627,638,47772,0,5,47.627,47.772,14.0466542087471,13.355103407854,21,21,687.148638810525,14.4277119871192,623.975,749,13.1012870850568,15.7263736955928,32.1523447554494,0.675086500418867,123,1.41676636275287
"19CS002",2020,"IA","Audubon and Nearby Counties",775,47404,669,47627,123,5,47.404,47.627,16.3488313222513,14.0466542087471,22,22,688.182580251974,14.517394739937,624,757.025,13.1634461226901,15.9696439119062,33.889681475495,0.714911852913151,123,1.41676636275287
"19CS003",2011,"IA","Benton+Iowa (county)+Keokuk+Washington",744,74621,722,74577,0,4,74.621,74.577,9.97038367215663,9.68126902396181,13,13,735.11374321931,9.85129847119859,669,801,8.96530467294729,10.7342437115557,33.417068385175,0.447823915321089,134,0.921945900394774
"19CS003",2012,"IA","Benton+Iowa (county)+Keokuk+Washington",720,74340,744,74621,0,4,74.34,74.621,9.68523002421307,9.97038367215663,14,14,743.62117851141,10.0029752288325,678,805,9.12025827280065,10.8286252354049,32.6794979855656,0.439595076480571,134,0.921945900394774
"19CS003",2013,"IA","Benton+Iowa (county)+Keokuk+Washington",791,74261,720,74340,0,4,74.261,74.34,10.6516206353268,9.68523002421307,15,15,760.728494994477,10.2439839888296,690,829.025,9.2915527665935,11.1636659888771,35.2856485840348,0.475157196698601,134,0.921945900394774
"19CS003",2014,"IA","Benton+Iowa (county)+Keokuk+Washington",752,74252,791,74261,0,4,74.252,74.261,10.1276733286645,10.6516206353268,16,16,764.617776299004,10.2976051325083,700.975,826,9.44048645154339,11.1242794806874,32.8722487934845,0.442711964573136,134,0.921945900394774
"19CS003",2015,"IA","Benton+Iowa (county)+Keokuk+Washington",791,74206,752,74252,0,4,74.206,74.252,10.6595154030671,10.1276733286645,17,17,785.335361598099,10.583178740238,717,858.025,9.66229145891168,11.5627442524863,36.1274881412948,0.486854002928265,134,0.921945900394774
"19CS003",2016,"IA","Benton+Iowa (county)+Keokuk+Washington",761,74132,791,74206,0,4,74.132,74.206,10.2654724005827,10.6595154030671,18,18,793.765086657789,10.7074554397263,727,859.025,9.80683105811256,11.587775859278,34.5003630422935,0.465390965336069,134,0.921945900394774
"19CS003",2017,"IA","Benton+Iowa (county)+Keokuk+Washington",835,74134,761,74132,0,4,74.134,74.132,11.2633879191734,10.2654724005827,19,19,814.227439747155,10.9831850398893,750,879,10.1168154962635,11.8569077616208,33.702434527688,0.454615082522027,134,0.921945900394774
"19CS003",2018,"IA","Benton+Iowa (county)+Keokuk+Washington",827,74051,835,74134,0,4,74.051,74.134,11.1679788254041,11.2633879191734,20,20,817.190367344081,11.0355075197375,751,887,10.141659126818,11.9782312190247,34.7699014385437,0.469539931108881,134,0.921945900394774
"19CS003",2019,"IA","Benton+Iowa (county)+Keokuk+Washington",828,74040,827,74051,0,4,74.04,74.051,11.1831442463533,11.1679788254041,21,21,834.400551628766,11.2695914590595,769,902,10.3862776877364,12.182603997839,34.417193773276,0.46484594507396,134,0.921945900394774
"19CS003",2020,"IA","Benton+Iowa (county)+Keokuk+Washington",997,74123,828,74040,134,4,74.123,74.04,13.450615868219,11.1831442463533,22,22,851.655246102161,11.4897568379877,781.975,928,10.5496944268311,12.5197307178609,36.5328991009024,0.492868598153103,134,0.921945900394774
"19CS004",2011,"IA","Black Hawk",1135,131584,1132,131162,0,1,131.584,131.162,8.62566877431907,8.63054848202986,13,13,1137.67531391598,8.64600037934685,1057,1223,8.03289153696498,9.29444309338521,41.6898734172406,0.316830871665557,255,1.25932507798047
"19CS004",2012,"IA","Black Hawk",1175,131878,1135,131584,0,1,131.878,131.584,8.90974992038096,8.62566877431907,14,14,1159.03326794229,8.78867792916401,1077.975,1242.025,8.17403205993418,9.41798480413716,41.5450821379601,0.315026631719924,255,1.25932507798047
"19CS004",2013,"IA","Black Hawk",1238,132933,1175,131878,0,1,132.933,131.878,9.31296216891216,8.90974992038096,15,15,1182.49927143438,8.89545313379205,1100,1268,8.2748452227814,9.53863976589711,42.2591482475761,0.317898100904787,255,1.25932507798047
"19CS004",2014,"IA","Black Hawk",1185,133390,1238,132933,0,1,133.39,132.933,8.88372441712272,9.31296216891216,16,16,1198.85729236786,8.98760995852657,1117.975,1281.025,8.38125046855087,9.60360596746383,42.6225159964762,0.319533068419493,255,1.25932507798047
"19CS004",2015,"IA","Black Hawk",1134,133701,1185,133390,0,1,133.701,133.39,8.48161195503399,8.88372441712272,17,17,1229.20479278843,9.19368436128697,1143,1319,8.5489263356295,9.86529644505277,43.5201414716647,0.32550348517711,255,1.25932507798047
"19CS004",2016,"IA","Black Hawk",1240,133077,1134,133701,0,1,133.077,133.701,9.31791368906723,8.48161195503399,18,18,1251.01641456437,9.40069594719122,1170,1335,8.79190243242634,10.0317861087942,42.6867992924491,0.320767670539981,255,1.25932507798047
"19CS004",2017,"IA","Black Hawk",1269,132238,1240,133077,0,1,132.238,133.077,9.59633388284759,9.31791368906723,19,19,1247.95529756039,9.4371912578865,1157.95,1336.025,8.75656014156294,10.1031851661398,45.5176200798958,0.344209834388722,255,1.25932507798047
"19CS004",2018,"IA","Black Hawk",1276,131723,1269,132238,0,1,131.723,132.238,9.68699467822628,9.59633388284759,20,20,1258.30351266411,9.55264845671683,1173.925,1348,8.91207306241127,10.2335962588158,45.2268489712457,0.343348154621787,255,1.25932507798047
"19CS004",2019,"IA","Black Hawk",1285,131228,1276,131723,0,1,131.228,131.723,9.79211753589173,9.68699467822628,21,21,1272.45483676244,9.69651931571341,1186,1359,9.03770536775688,10.3560215807602,44.0826777598466,0.335924328343392,255,1.25932507798047
"19CS004",2020,"IA","Black Hawk",1505,132363,1285,131228,255,1,132.363,131.228,11.3702469723412,9.79211753589173,22,22,1302.51058367794,9.84044320299433,1215.975,1396,9.1866684798622,10.5467540022514,44.5740742146384,0.336756300587312,255,1.25932507798047
"19CS005",2011,"IA","Boone+Carroll+Greene",645,56480,651,56457,0,3,56.48,56.457,11.4199716713881,11.5308996227217,13,13,661.499829187469,11.7121074572852,604,723,10.6940509915014,12.8009915014164,30.7348138074689,0.5441716325685,64,0.959433741420441
"19CS005",2012,"IA","Boone+Carroll+Greene",676,55971,645,56480,0,3,55.971,56.48,12.0776830858838,11.4199716713881,14,14,658.242272199178,11.7604165049611,597,715.025,10.6662378731843,12.7749191545622,30.6337726705025,0.547315085857007,64,0.959433741420441
"19CS005",2013,"IA","Boone+Carroll+Greene",633,55984,676,55971,0,3,55.984,55.971,11.3068019434124,12.0776830858838,15,15,653.606893555955,11.6748873527428,592.95,715,10.5914189768505,12.7715061446127,32.0295257773437,0.572119280104023,64,0.959433741420441
"19CS005",2014,"IA","Boone+Carroll+Greene",664,55913,633,55984,0,3,55.913,55.984,11.8755924382523,11.3068019434124,16,16,661.926533639681,11.8385086409186,600,723,10.7309570225171,12.9308032121331,31.4674616889438,0.5627932983196,64,0.959433741420441
"19CS005",2015,"IA","Boone+Carroll+Greene",670,55810,664,55913,0,3,55.81,55.913,12.0050170220391,11.8755924382523,17,17,656.768849957651,11.7679421243084,595,718.025,10.6611718330048,12.8655258914173,31.8586158268435,0.570840634775909,64,0.959433741420441
"19CS005",2016,"IA","Boone+Carroll+Greene",667,55805,670,55810,0,3,55.805,55.81,11.9523340202491,12.0050170220391,18,18,657.069089940097,11.7743766676838,599,721,10.7338052145865,12.9199892482752,31.9080099049768,0.571776900008544,64,0.959433741420441
"19CS005",2017,"IA","Boone+Carroll+Greene",682,55671,667,55805,0,3,55.671,55.805,12.2505433708753,11.9523340202491,19,19,657.62592707858,11.8127198555546,598.975,717,10.7591923981965,12.879236945627,29.8444020267174,0.536085251328652,64,0.959433741420441
"19CS005",2018,"IA","Boone+Carroll+Greene",643,55430,682,55671,0,3,55.43,55.671,11.6002164892657,12.2505433708753,20,20,653.496907764004,11.7895888104637,590,719.025,10.6440555655782,12.971766191593,32.7462534668642,0.590767697399679,64,0.959433741420441
"19CS005",2019,"IA","Boone+Carroll+Greene",640,55287,643,55430,0,3,55.287,55.43,11.5759581818511,11.6002164892657,21,21,659.763696677433,11.9334327541272,600,726.025,10.8524607954854,13.1319297484038,31.765659463029,0.574559289942101,64,0.959433741420441
"19CS005",2020,"IA","Boone+Carroll+Greene",725,55008,640,55287,64,3,55.008,55.287,13.1799011052938,11.5759581818511,22,22,658.293986612095,11.9672408851821,600,718.025,10.9075043630017,13.0531013670739,30.5210106498964,0.55484676137828,64,0.959433741420441
"19CS006",2011,"IA","Bremer+Butler+Grundy",499,51825,526,51674,0,3,51.825,51.674,9.62855764592378,10.1792003715602,13,13,490.115130079263,9.45711780181886,440,546,8.49011095031356,10.5354558610709,27.2802641448321,0.526391975780648,105,1.67338143343927
"19CS006",2012,"IA","Bremer+Butler+Grundy",539,51904,499,51825,0,3,51.904,51.825,10.3845561035758,9.62855764592378,14,14,508.530936106829,9.79752882449964,457,562,8.80471639950678,10.8276818742293,27.2251876364855,0.524529663156702,105,1.67338143343927
"19CS006",2013,"IA","Bremer+Butler+Grundy",479,51895,539,51904,0,3,51.895,51.904,9.23017631756431,10.3845561035758,15,15,516.621043815087,9.9551217615394,463.975,571,8.94064938818769,11.0029868002698,27.3728706760736,0.527466435611785,105,1.67338143343927
"19CS006",2014,"IA","Bremer+Butler+Grundy",536,52019,479,51895,0,3,52.019,51.895,10.3039274111382,9.23017631756431,16,16,541.327860168328,10.4063488373158,489,596,9.40041138814664,11.4573521213403,27.8954272033762,0.536254583966938,105,1.67338143343927
"19CS006",2015,"IA","Bremer+Butler+Grundy",538,52032,536,52019,0,3,52.032,52.019,10.339790897909,10.3039274111382,17,17,547.582359186311,10.523953705149,493.975,606,9.49367696801968,11.6466789667897,28.1848573738663,0.541683144485438,105,1.67338143343927
"19CS006",2016,"IA","Bremer+Butler+Grundy",552,51735,538,52032,0,3,51.735,52.032,10.6697593505364,10.339790897909,18,18,559.16273205912,10.8082097624262,504,615,9.74195418962018,11.8875036242389,29.0879026586841,0.562248045978237,105,1.67338143343927
"19CS006",2017,"IA","Bremer+Butler+Grundy",584,51713,552,51735,0,3,51.713,51.735,11.293098447199,10.6697593505364,19,19,571.519932408363,11.051765173329,515.95,628.025,9.97718175313751,12.1444317676406,28.8417895392055,0.557728028526782,105,1.67338143343927
"19CS006",2018,"IA","Bremer+Butler+Grundy",585,51738,584,51713,0,3,51.738,51.713,11.3069697321118,11.293098447199,20,20,582.139345148855,11.2516785563581,524.975,643,10.1467973249836,12.4280026286289,30.339833494871,0.586412955562082,105,1.67338143343927
"19CS006",2019,"IA","Bremer+Butler+Grundy",603,51733,585,51738,0,3,51.733,51.738,11.6560029381633,11.3069697321118,21,21,598.000661028214,11.5593656085712,540,653.025,10.4382115864149,12.6229872615159,28.8359690857289,0.55739990114103,105,1.67338143343927
"19CS006",2020,"IA","Bremer+Butler+Grundy",676,51898,603,51733,105,3,51.898,51.733,13.0255501175382,11.6560029381633,22,22,613.252799689432,11.8165015933067,555,679.025,10.69405372076,13.0838375274577,31.0949431015155,0.599154940489335,105,1.67338143343927
"19CS007",2011,"IA","Buchanan+Delaware+Fayette",608,59519,590,59598,0,3,59.519,59.598,10.2152253902115,9.89966106245176,13,13,641.814341990962,10.7833522403092,581.975,699.025,9.77797005998085,11.7445689611721,29.8844794686659,0.502099824739426,88,0.876193115495247
"19CS007",2012,"IA","Buchanan+Delaware+Fayette",662,59335,608,59519,0,3,59.335,59.519,11.1569899721918,10.2152253902115,14,14,640.985480716968,10.8028226294256,583,704.025,9.82556669756467,11.8652565939159,30.817190953399,0.519376269544097,88,0.876193115495247
