Year,State,County,Deaths,Population,CrudeRate
2018,Alabama,"Autauga County, AL",432,55601,777
2018,Alabama,"Baldwin County, AL",1857,218022,851.7
2018,Alabama,"Barbour County, AL",256,24881,1028.9
2018,Alabama,"Bibb County, AL",226,22400,1008.9
2018,Alabama,"Blount County, AL",549,57840,949.2
2018,Alabama,"Bullock County, AL",89,10138,877.9
2018,Alabama,"Butler County, AL",244,19680,1239.8
2018,Alabama,"Calhoun County, AL",1287,114277,1126.2
2018,Alabama,"Chambers County, AL",345,33615,1026.3
2018,Alabama,"Cherokee County, AL",264,26032,1014.1
2018,Alabama,"Chilton County, AL",371,44153,840.3
2018,Alabama,"Choctaw County, AL",152,12841,1183.7
2018,Alabama,"Clarke County, AL",257,23920,1074.4
2018,Alabama,"Clay County, AL",150,13275,1129.9
2018,Alabama,"Cleburne County, AL",153,14987,1020.9
2018,Alabama,"Coffee County, AL",491,51909,945.9
2018,Alabama,"Colbert County, AL",613,54762,1119.4
2018,Alabama,"Conecuh County, AL",139,12277,1132.2
2018,Alabama,"Coosa County, AL",123,10715,1147.9
2018,Alabama,"Covington County, AL",481,36986,1300.5
2018,Alabama,"Crenshaw County, AL",149,13824,1077.8
2018,Alabama,"Cullman County, AL",870,83442,1042.6
2018,Alabama,"Dale County, AL",427,48956,872.2
2018,Alabama,"Dallas County, AL",434,38310,1132.9
2018,Alabama,"DeKalb County, AL",683,71385,956.8
2018,Alabama,"Elmore County, AL",641,81887,782.8
2018,Alabama,"Escambia County, AL",361,36748,982.4
2018,Alabama,"Etowah County, AL",1203,102501,1173.6
2018,Alabama,"Fayette County, AL",199,16433,1211
2018,Alabama,"Franklin County, AL",296,31363,943.8
2018,Alabama,"Geneva County, AL",311,26314,1181.9
2018,Alabama,"Greene County, AL",92,8233,1117.5
2018,Alabama,"Hale County, AL",136,14726,923.5
2018,Alabama,"Henry County, AL",177,17209,1028.5
2018,Alabama,"Houston County, AL",856,104722,817.4
2018,Alabama,"Jackson County, AL",589,51736,1138.5
2018,Alabama,"Jefferson County, AL",5464,659300,828.8
2018,Alabama,"Lamar County, AL",127,13844,917.4
2018,Alabama,"Lauderdale County, AL",914,92387,989.3
2018,Alabama,"Lawrence County, AL",345,32957,1046.8
2018,Alabama,"Lee County, AL",861,163941,525.2
2018,Alabama,"Limestone County, AL",703,96174,731
2018,Alabama,"Lowndes County, AL",104,9974,1042.7
2018,Alabama,"Macon County, AL",205,18439,1111.8
2018,Alabama,"Madison County, AL",2649,366519,722.7
2018,Alabama,"Marengo County, AL",227,19066,1190.6
2018,Alabama,"Marion County, AL",339,29763,1139
2018,Alabama,"Marshall County, AL",931,96109,968.7
2018,Alabama,"Mobile County, AL",3569,413757,862.6
2018,Alabama,"Monroe County, AL",231,21067,1096.5
2018,Alabama,"Montgomery County, AL",1640,225763,726.4
2018,Alabama,"Morgan County, AL",1091,119089,916.1
2018,Alabama,"Perry County, AL",84,9140,919
2018,Alabama,"Pickens County, AL",183,19938,917.8
2018,Alabama,"Pike County, AL",256,33338,767.9
2018,Alabama,"Randolph County, AL",219,22725,963.7
2018,Alabama,"Russell County, AL",461,57781,797.8
2018,Alabama,"St. Clair County, AL",749,88690,844.5
2018,Alabama,"Shelby County, AL",1207,215707,559.6
2018,Alabama,"Sumter County, AL",132,12691,1040.1
2018,Alabama,"Talladega County, AL",794,79828,994.6
2018,Alabama,"Tallapoosa County, AL",430,40497,1061.8
2018,Alabama,"Tuscaloosa County, AL",1493,208911,714.7
2018,Alabama,"Walker County, AL",826,63711,1296.5
2018,Alabama,"Washington County, AL",146,16378,891.4
2018,Alabama,"Wilcox County, AL",135,10627,1270.3
2018,Alabama,"Winston County, AL",253,23660,1069.3
2018,Alaska,"Anchorage Borough, AK",1164,291538,399.3
2018,Alaska,"Bethel Census Area, AK",69,18216,378.8
2018,Alaska,"Dillingham Census Area, AK",23,5000,460
2018,Alaska,"Fairbanks North Star Borough, AK",302,98971,305.1
2018,Alaska,"Haines Borough, AK",11,2474,Unreliable
2018,Alaska,"Hoonah-Angoon Census Area, AK",10,2151,Unreliable
2018,Alaska,"Juneau Borough, AK",125,32113,389.3
2018,Alaska,"Kenai Peninsula Borough, AK",354,58533,604.8
2018,Alaska,"Ketchikan Gateway Borough, AK",64,13918,459.8
2018,Alaska,"Kodiak Island Borough, AK",43,13345,322.2
2018,Alaska,"Matanuska-Susitna Borough, AK",432,107610,401.4
2018,Alaska,"Nome Census Area, AK",43,10008,429.7
2018,Alaska,"North Slope Borough, AK",27,9872,273.5
2018,Alaska,"Northwest Arctic Borough, AK",34,7671,443.2
2018,Alaska,"Petersburg Borough/Census Area, AK",20,3221,620.9
2018,Alaska,"Prince of Wales-Hyder Census Area, AK",32,6422,498.3
2018,Alaska,"Sitka Borough, AK",52,8647,601.4
2018,Alaska,"Southeast Fairbanks Census Area, AK",33,6918,477
2018,Alaska,"Valdez-Cordova Census Area, AK",44,9164,480.1
2018,Alaska,"Wade Hampton Census Area, AK",28,8303,337.2
2018,Alaska,"Wrangell City and Borough, AK",13,2503,Unreliable
2018,Alaska,"Yukon-Koyukuk Census Area, AK",29,5327,544.4
2018,Arizona,"Apache County, AZ",391,71818,544.4
2018,Arizona,"Cochise County, AZ",1039,126770,819.6
2018,Arizona,"Coconino County, AZ",543,142854,380.1
2018,Arizona,"Gila County, AZ",569,53889,1055.9
2018,Arizona,"Graham County, AZ",251,38072,659.3
2018,Arizona,"Greenlee County, AZ",50,9483,527.3
2018,Arizona,"La Paz County, AZ",233,21098,1104.4
2018,Arizona,"Maricopa County, AZ",23355,4410824,529.5
2018,Arizona,"Mohave County, AZ",2708,209550,1292.3
2018,Arizona,"Navajo County, AZ",724,110445,655.5
2018,Arizona,"Pima County, AZ",7343,1039073,706.7
2018,Arizona,"Pinal County, AZ",2358,447138,527.4
2018,Arizona,"Santa Cruz County, AZ",203,46511,436.5
2018,Arizona,"Yavapai County, AZ",2400,231993,1034.5
2018,Arizona,"Yuma County, AZ",1263,212128,595.4
2018,Arkansas,"Arkansas County, AR",206,17769,1159.3
2018,Arkansas,"Ashley County, AR",218,20046,1087.5
2018,Arkansas,"Baxter County, AR",567,41619,1362.4
2018,Arkansas,"Benton County, AR",1562,272608,573
2018,Arkansas,"Boone County, AR",377,37480,1005.9
2018,Arkansas,"Bradley County, AR",118,10897,1082.9
2018,Arkansas,"Calhoun County, AR",52,5277,985.4
2018,Arkansas,"Carroll County, AR",260,28223,921.2
2018,Arkansas,"Chicot County, AR",122,10438,1168.8
2018,Arkansas,"Clark County, AR",196,22061,888.4
2018,Arkansas,"Clay County, AR",200,14847,1347.1
2018,Arkansas,"Cleburne County, AR",288,24965,1153.6
2018,Arkansas,"Cleveland County, AR",82,8018,1022.7
2018,Arkansas,"Columbia County, AR",231,23537,981.4
2018,Arkansas,"Conway County, AR",210,20891,1005.2
2018,Arkansas,"Craighead County, AR",765,108558,704.7
2018,Arkansas,"Crawford County, AR",499,63406,787
2018,Arkansas,"Crittenden County, AR",393,48342,813
2018,Arkansas,"Cross County, AR",202,16676,1211.3
2018,Arkansas,"Dallas County, AR",83,7182,1155.7
2018,Arkansas,"Desha County, AR",146,11512,1268.2
2018,Arkansas,"Drew County, AR",168,18328,916.6
2018,Arkansas,"Faulkner County, AR",821,124806,657.8
2018,Arkansas,"Franklin County, AR",178,17810,999.4
2018,Arkansas,"Fulton County, AR",136,12269,1108.5
2018,Arkansas,"Garland County, AR",1140,99154,1149.7
2018,Arkansas,"Grant County, AR",158,18188,868.7
2018,Arkansas,"Greene County, AR",391,45325,862.7
2018,Arkansas,"Hempstead County, AR",224,21741,1030.3
2018,Arkansas,"Hot Spring County, AR",342,33701,1014.8
2018,Arkansas,"Howard County, AR",145,13341,1086.9
2018,Arkansas,"Independence County, AR",343,37678,910.3
2018,Arkansas,"Izard County, AR",169,13593,1243.3
2018,Arkansas,"Jackson County, AR",186,16811,1106.4
2018,Arkansas,"Jefferson County, AR",649,68114,952.8
2018,Arkansas,"Johnson County, AR",207,26742,774.1
2018,Arkansas,"Lafayette County, AR",85,6682,1272.1
2018,Arkansas,"Lawrence County, AR",175,16434,1064.9
2018,Arkansas,"Lee County, AR",92,8985,1023.9
2018,Arkansas,"Lincoln County, AR",118,13383,881.7
2018,Arkansas,"Little River County, AR",128,12326,1038.5
2018,Arkansas,"Logan County, AR",225,21737,1035.1
2018,Arkansas,"Lonoke County, AR",497,73657,674.7
2018,Arkansas,"Madison County, AR",186,16481,1128.6
2018,Arkansas,"Marion County, AR",217,16722,1297.7
2018,Arkansas,"Miller County, AR",436,43592,1000.2
2018,Arkansas,"Mississippi County, AR",370,41239,897.2
2018,Arkansas,"Monroe County, AR",103,6900,1492.8
2018,Arkansas,"Montgomery County, AR",101,8924,1131.8
2018,Arkansas,"Nevada County, AR",89,8326,1068.9
2018,Arkansas,"Newton County, AR",80,7805,1025
2018,Arkansas,"Ouachita County, AR",274,23606,1160.7
2018,Arkansas,"Perry County, AR",98,10352,946.7
2018,Arkansas,"Phillips County, AR",198,18029,1098.2
2018,Arkansas,"Pike County, AR",120,10673,1124.3
2018,Arkansas,"Poinsett County, AR",280,23974,1167.9
2018,Arkansas,"Polk County, AR",241,20049,1202.1
2018,Arkansas,"Pope County, AR",512,64000,800
2018,Arkansas,"Prairie County, AR",103,8074,1275.7
2018,Arkansas,"Pulaski County, AR",2937,392680,747.9
2018,Arkansas,"Randolph County, AR",188,17948,1047.5
2018,Arkansas,"St. Francis County, AR",210,25439,825.5
2018,Arkansas,"Saline County, AR",932,121421,767.6
2018,Arkansas,"Scott County, AR",103,10319,998.2
2018,Arkansas,"Searcy County, AR",92,7958,1156.1
2018,Arkansas,"Sebastian County, AR",1048,127753,820.3
2018,Arkansas,"Sevier County, AR",118,17139,688.5
2018,Arkansas,"Sharp County, AR",236,17366,1359
2018,Arkansas,"Stone County, AR",136,12457,1091.8
2018,Arkansas,"Union County, AR",448,39126,1145
2018,Arkansas,"Van Buren County, AR",198,16603,1192.6
2018,Arkansas,"Washington County, AR",1395,236961,588.7
2018,Arkansas,"White County, AR",734,78727,932.3
2018,Arkansas,"Woodruff County, AR",80,6490,1232.7
2018,Arkansas,"Yell County, AR",228,21535,1058.7
2018,California,"Alameda County, CA",7921,1666753,475.2
2018,California,"Alpine County, CA",18,1101,Unreliable
2018,California,"Amador County, CA",332,39383,843
2018,California,"Butte County, CA",1891,231256,817.7
2018,California,"Calaveras County, CA",406,45602,890.3
2018,California,"Colusa County, CA",115,21627,531.7
2018,California,"Contra Costa County, CA",6256,1150215,543.9
2018,California,"Del Norte County, CA",206,27828,740.3
2018,California,"El Dorado County, CA",1262,190678,661.8
2018,California,"Fresno County, CA",5316,994400,534.6
2018,California,"Glenn County, CA",238,28047,848.6
2018,California,"Humboldt County, CA",993,136373,728.2
2018,California,"Imperial County, CA",876,181827,481.8
2018,California,"Inyo County, CA",157,17987,872.9
2018,California,"Kern County, CA",4652,896764,518.8
2018,California,"Kings County, CA",664,151366,438.7
2018,California,"Lake County, CA",622,64382,966.1
2018,California,"Lassen County, CA",180,30802,584.4
2018,California,"Los Angeles County, CA",52860,10105518,523.1
2018,California,"Madera County, CA",823,157672,522
2018,California,"Marin County, CA",1530,259666,589.2
2018,California,"Mariposa County, CA",171,17471,978.8
2018,California,"Mendocino County, CA",592,87606,675.8
2018,California,"Merced County, CA",1312,274765,477.5
2018,California,"Modoc County, CA",83,8777,945.7
2018,California,"Mono County, CA",36,14250,252.6
2018,California,"Monterey County, CA",1937,435594,444.7
2018,California,"Napa County, CA",911,139417,653.4
2018,California,"Nevada County, CA",836,99696,838.5
2018,California,"Orange County, CA",16711,3185968,524.5
2018,California,"Placer County, CA",2687,393149,683.5
2018,California,"Plumas County, CA",173,18804,920
2018,California,"Riverside County, CA",13835,2450758,564.5
2018,California,"Sacramento County, CA",9174,1540975,595.3
2018,California,"San Benito County, CA",253,61537,411.1
2018,California,"San Bernardino County, CA",11149,2171603,513.4
2018,California,"San Diego County, CA",17060,3343364,510.3
2018,California,"San Francisco County, CA",4446,883305,503.3
2018,California,"San Joaquin County, CA",4321,752660,574.1
2018,California,"San Luis Obispo County, CA",1935,284010,681.3
2018,California,"San Mateo County, CA",3863,769545,502
2018,California,"Santa Barbara County, CA",2495,446527,558.8
2018,California,"Santa Clara County, CA",8107,1937570,418.4
2018,California,"Santa Cruz County, CA",1306,274255,476.2
2018,California,"Shasta County, CA",1722,180040,956.5
2018,California,"Sierra County, CA",27,2987,903.9
2018,California,"Siskiyou County, CA",412,43724,942.3
2018,California,"Solano County, CA",2723,446610,609.7
2018,California,"Sonoma County, CA",3241,499942,648.3
2018,California,"Stanislaus County, CA",3372,549815,613.3
2018,California,"Sutter County, CA",652,96807,673.5
2018,California,"Tehama County, CA",568,63916,888.7
2018,California,"Trinity County, CA",104,12535,829.7
2018,California,"Tulare County, CA",2417,465861,518.8
2018,California,"Tuolumne County, CA",536,54539,982.8
2018,California,"Ventura County, CA",4589,850967,539.3
2018,California,"Yolo County, CA",1029,220408,466.9
2018,California,"Yuba County, CA",520,78041,666.3
2018,Colorado,"Adams County, CO",2121,511868,414.4
2018,Colorado,"Alamosa County, CO",86,16683,515.5
2018,Colorado,"Arapahoe County, CO",2830,651215,434.6
2018,Colorado,"Archuleta County, CO",74,13765,537.6
2018,Colorado,"Baca County, CO",44,3585,1227.3
2018,Colorado,"Bent County, CO",58,5882,986.1
2018,Colorado,"Boulder County, CO",1374,326078,421.4
2018,Colorado,"Broomfield County, CO",309,69267,446.1
2018,Colorado,"Chaffee County, CO",122,20027,609.2
2018,Colorado,"Cheyenne County, CO",19,1876,Unreliable
2018,Colorado,"Clear Creek County, CO",47,9605,489.3
2018,Colorado,"Conejos County, CO",63,8200,768.3
2018,Colorado,"Costilla County, CO",23,3828,600.8
2018,Colorado,"Crowley County, CO",26,5858,443.8
2018,Colorado,"Custer County, CO",30,4954,605.6
2018,Colorado,"Delta County, CO",325,30953,1050
2018,Colorado,"Denver County, CO",3151,716492,439.8
2018,Colorado,"Dolores County, CO",19,2074,Unreliable
2018,Colorado,"Douglas County, CO",1045,342776,304.9
2018,Colorado,"Eagle County, CO",75,54993,136.4
2018,Colorado,"Elbert County, CO",125,26282,475.6
2018,Colorado,"El Paso County, CO",3448,713856,483
2018,Colorado,"Fremont County, CO",439,48021,914.2
2018,Colorado,"Garfield County, CO",276,59770,461.8
2018,Colorado,"Gilpin County, CO",15,6121,Unreliable
2018,Colorado,"Grand County, CO",54,15525,347.8
2018,Colorado,"Gunnison County, CO",43,17246,249.3
2018,Colorado,"Huerfano County, CO",87,6889,1262.9
2018,Colorado,"Jefferson County, CO",3360,580233,579.1
2018,Colorado,"Kiowa County, CO",11,1383,Unreliable
2018,Colorado,"Kit Carson County, CO",55,7163,767.8
2018,Colorado,"Lake County, CO",15,7824,Unreliable
2018,Colorado,"La Plata County, CO",257,56310,456.4
2018,Colorado,"Larimer County, CO",1739,350518,496.1
2018,Colorado,"Las Animas County, CO",116,14503,799.8
2018,Colorado,"Lincoln County, CO",50,5610,891.3
2018,Colorado,"Logan County, CO",143,21528,664.3
2018,Colorado,"Mesa County, CO",1127,153207,735.6
2018,Colorado,"Moffat County, CO",75,13188,568.7
2018,Colorado,"Montezuma County, CO",190,26158,726.4
2018,Colorado,"Montrose County, CO",298,42214,705.9
2018,Colorado,"Morgan County, CO",182,28558,637.3
2018,Colorado,"Otero County, CO",201,18432,1090.5
2018,Colorado,"Ouray County, CO",26,4833,538
2018,Colorado,"Park County, CO",93,18556,501.2
2018,Colorado,"Phillips County, CO",46,4286,1073.3
2018,Colorado,"Pitkin County, CO",36,17950,200.6
2018,Colorado,"Prowers County, CO",86,12164,707
2018,Colorado,"Pueblo County, CO",1292,167529,771.2
2018,Colorado,"Rio Blanco County, CO",37,6336,584
2018,Colorado,"Rio Grande County, CO",88,11250,782.2
2018,Colorado,"Routt County, CO",87,25733,338.1
2018,Colorado,"Saguache County, CO",37,6843,540.7
2018,Colorado,"San Miguel County, CO",11,8191,Unreliable
2018,Colorado,"Sedgwick County, CO",33,2303,1432.9
2018,Colorado,"Summit County, CO",45,31007,145.1
2018,Colorado,"Teller County, CO",138,25083,550.2
2018,Colorado,"Washington County, CO",46,4909,937.1
2018,Colorado,"Weld County, CO",1309,314305,416.5
2018,Colorado,"Yuma County, CO",66,10020,658.7
2018,Connecticut,"Fairfield County, CT",5416,943823,573.8
2018,Connecticut,"Hartford County, CT",6306,892697,706.4
2018,Connecticut,"Litchfield County, CT",1420,181111,784
2018,Connecticut,"Middlesex County, CT",1272,162682,781.9
2018,Connecticut,"New Haven County, CT",6138,857620,715.7
2018,Connecticut,"New London County, CT",1877,266784,703.6
2018,Connecticut,"Tolland County, CT",863,150921,571.8
2018,Connecticut,"Windham County, CT",847,117027,723.8
2018,Delaware,"Kent County, DE",1390,178550,778.5
2018,Delaware,"New Castle County, DE",3786,559335,676.9
2018,Delaware,"Sussex County, DE",2124,229286,926.4
2018,District of Columbia,"District of Columbia, DC",3661,702455,521.2
2018,Florida,"Alachua County, FL",1489,269956,551.6
2018,Florida,"Baker County, FL",219,28355,772.4
2018,Florida,"Bay County, FL",1518,185287,819.3
2018,Florida,"Bradford County, FL",243,27732,876.2
2018,Florida,"Brevard County, FL",5832,596849,977.1
2018,Florida,"Broward County, FL",12041,1951260,617.1
2018,Florida,"Calhoun County, FL",162,14587,1110.6
2018,Florida,"Charlotte County, FL",2189,184998,1183.3
2018,Florida,"Citrus County, FL",2184,147929,1476.4
2018,Florida,"Clay County, FL",1417,216072,655.8
2018,Florida,"Collier County, FL",2766,378488,730.8
2018,Florida,"Columbia County, FL",615,70503,872.3
2018,Florida,"DeSoto County, FL",305,37489,813.6
2018,Florida,"Dixie County, FL",178,16700,1065.9
2018,Florida,"Duval County, FL",6423,950181,676
2018,Florida,"Escambia County, FL",2657,315534,842.1
2018,Florida,"Flagler County, FL",1120,112067,999.4
2018,Florida,"Franklin County, FL",99,11736,843.6
2018,Florida,"Gadsden County, FL",384,45894,836.7
2018,Florida,"Gilchrist County, FL",165,18256,903.8
2018,Florida,"Glades County, FL",98,13724,714.1
2018,Florida,"Gulf County, FL",156,16164,965.1
2018,Florida,"Hamilton County, FL",119,14310,831.6
2018,Florida,"Hardee County, FL",168,27245,616.6
2018,Florida,"Hendry County, FL",271,41556,652.1
2018,Florida,"Hernando County, FL",2229,190865,1167.8
2018,Florida,"Highlands County, FL",1287,105424,1220.8
2018,Florida,"Hillsborough County, FL",8506,1436888,592
2018,Florida,"Holmes County, FL",235,19477,1206.6
2018,Florida,"Indian River County, FL",1694,157413,1076.2
2018,Florida,"Jackson County, FL",495,48305,1024.7
2018,Florida,"Jefferson County, FL",121,14288,846.9
2018,Florida,"Lafayette County, FL",67,8732,767.3
2018,Florida,"Lake County, FL",3373,356495,946.2
2018,Florida,"Lee County, FL",5717,754610,757.6
2018,Florida,"Leon County, FL",1459,292502,498.8
2018,Florida,"Levy County, FL",426,40770,1044.9
2018,Florida,"Liberty County, FL",75,8457,886.8
2018,Florida,"Madison County, FL",200,18529,1079.4
2018,Florida,"Manatee County, FL",3224,394855,816.5
2018,Florida,"Marion County, FL",3955,359977,1098.7
2018,Florida,"Martin County, FL",1541,160912,957.7
2018,Florida,"Miami-Dade County, FL",16367,2761581,592.7
2018,Florida,"Monroe County, FL",497,75027,662.4
2018,Florida,"Nassau County, FL",754,85832,878.5
2018,Florida,"Okaloosa County, FL",1421,207269,685.6
2018,Florida,"Okeechobee County, FL",357,41537,859.5
2018,Florida,"Orange County, FL",6489,1380645,470
2018,Florida,"Osceola County, FL",1865,367990,506.8
2018,Florida,"Palm Beach County, FL",11719,1485941,788.7
2018,Florida,"Pasco County, FL",4897,539630,907.5
2018,Florida,"Pinellas County, FL",8696,975280,891.6
2018,Florida,"Polk County, FL",5693,708009,804.1
2018,Florida,"Putnam County, FL",796,74163,1073.3
2018,Florida,"St. Johns County, FL",1596,254261,627.7
2018,Florida,"St. Lucie County, FL",2606,321128,811.5
2018,Florida,"Santa Rosa County, FL",1275,179349,710.9
2018,Florida,"Sarasota County, FL",4607,426718,1079.6
2018,Florida,"Seminole County, FL",2738,467832,585.3
2018,Florida,"Sumter County, FL",1573,128754,1221.7
2018,Florida,"Suwannee County, FL",434,44191,982.1
2018,Florida,"Taylor County, FL",226,21623,1045.2
2018,Florida,"Union County, FL",183,14940,1224.9
2018,Florida,"Volusia County, FL",5678,547538,1037
2018,Florida,"Wakulla County, FL",216,32461,665.4
2018,Florida,"Walton County, FL",587,71375,822.4
2018,Florida,"Washington County, FL",267,24880,1073.2
2018,Georgia,"Appling County, GA",184,18507,994.2
2018,Georgia,"Atkinson County, GA",56,8297,674.9
2018,Georgia,"Bacon County, GA",121,11185,1081.8
2018,Georgia,"Baker County, GA",23,3092,743.9
2018,Georgia,"Baldwin County, GA",412,44823,919.2
2018,Georgia,"Banks County, GA",147,18988,774.2
2018,Georgia,"Barrow County, GA",505,80809,624.9
2018,Georgia,"Bartow County, GA",777,106408,730.2
2018,Georgia,"Ben Hill County, GA",196,16787,1167.6
2018,Georgia,"Berrien County, GA",188,19252,976.5
2018,Georgia,"Bibb County, GA",1372,153095,896.2
2018,Georgia,"Bleckley County, GA",107,12838,833.5
2018,Georgia,"Brantley County, GA",156,18897,825.5
2018,Georgia,"Brooks County, GA",163,15513,1050.7
2018,Georgia,"Bryan County, GA",222,38109,582.5
2018,Georgia,"Bulloch County, GA",388,77296,502
2018,Georgia,"Burke County, GA",195,22423,869.6
2018,Georgia,"Butts County, GA",255,24193,1054
2018,Georgia,"Calhoun County, GA",52,6352,818.6
2018,Georgia,"Camden County, GA",297,53677,553.3
2018,Georgia,"Candler County, GA",103,10836,950.5
2018,Georgia,"Carroll County, GA",847,118121,717.1
2018,Georgia,"Catoosa County, GA",539,67420,799.5
2018,Georgia,"Charlton County, GA",113,12968,871.4
2018,Georgia,"Chatham County, GA",1902,289195,657.7
2018,Georgia,"Chattahoochee County, GA",29,10684,271.4
2018,Georgia,"Chattooga County, GA",282,24790,1137.6
2018,Georgia,"Cherokee County, GA",1282,254149,504.4
2018,Georgia,"Clarke County, GA",636,127330,499.5
2018,Georgia,"Clay County, GA",31,2887,1073.8
2018,Georgia,"Clayton County, GA",1317,289615,454.7
2018,Georgia,"Clinch County, GA",48,6648,722
2018,Georgia,"Cobb County, GA",3416,756865,451.3
2018,Georgia,"Coffee County, GA",348,43093,807.6
2018,Georgia,"Colquitt County, GA",395,45592,866.4
2018,Georgia,"Columbia County, GA",782,154291,506.8
2018,Georgia,"Cook County, GA",163,17162,949.8
2018,Georgia,"Coweta County, GA",866,145864,593.7
2018,Georgia,"Crawford County, GA",107,12318,868.6
2018,Georgia,"Crisp County, GA",212,22601,938
2018,Georgia,"Dade County, GA",154,16226,949.1
2018,Georgia,"Dawson County, GA",200,25083,797.4
2018,Georgia,"Decatur County, GA",273,26575,1027.3
2018,Georgia,"DeKalb County, GA",3589,756558,474.4
2018,Georgia,"Dodge County, GA",145,20705,700.3
2018,Georgia,"Dooly County, GA",96,13706,700.4
2018,Georgia,"Dougherty County, GA",735,91243,805.5
2018,Georgia,"Douglas County, GA",747,145331,514
2018,Georgia,"Early County, GA",104,10247,1014.9
2018,Georgia,"Echols County, GA",13,4000,Unreliable
2018,Georgia,"Effingham County, GA",356,62190,572.4
2018,Georgia,"Elbert County, GA",219,19120,1145.4
2018,Georgia,"Emanuel County, GA",232,22612,1026
2018,Georgia,"Evans County, GA",97,10721,904.8
2018,Georgia,"Fannin County, GA",274,25964,1055.3
2018,Georgia,"Fayette County, GA",743,113459,654.9
2018,Georgia,"Floyd County, GA",932,97927,951.7
2018,Georgia,"Forsyth County, GA",945,236612,399.4
2018,Georgia,"Franklin County, GA",266,23023,1155.4
2018,Georgia,"Fulton County, GA",5063,1050114,482.1
2018,Georgia,"Gilmer County, GA",270,30816,876.2
2018,Georgia,"Glascock County, GA",33,2995,1101.8
2018,Georgia,"Glynn County, GA",711,85219,834.3
2018,Georgia,"Gordon County, GA",463,57685,802.6
2018,Georgia,"Grady County, GA",218,24748,880.9
2018,Georgia,"Greene County, GA",178,17698,1005.8
2018,Georgia,"Gwinnett County, GA",3392,927781,365.6
2018,Georgia,"Habersham County, GA",355,45388,782.1
2018,Georgia,"Hall County, GA",1194,202148,590.7
2018,Georgia,"Hancock County, GA",82,8348,982.3
2018,Georgia,"Haralson County, GA",284,29533,961.6
2018,Georgia,"Harris County, GA",222,34475,643.9
2018,Georgia,"Hart County, GA",253,26099,969.4
2018,Georgia,"Heard County, GA",113,11879,951.3
2018,Georgia,"Henry County, GA",1266,230220,549.9
2018,Georgia,"Houston County, GA",969,155469,623.3
2018,Georgia,"Irwin County, GA",97,9398,1032.1
2018,Georgia,"Jackson County, GA",485,70422,688.7
2018,Georgia,"Jasper County, GA",134,14040,954.4
2018,Georgia,"Jeff Davis County, GA",118,15029,785.1
2018,Georgia,"Jefferson County, GA",196,15430,1270.3
2018,Georgia,"Jenkins County, GA",91,8683,1048
2018,Georgia,"Johnson County, GA",80,9708,824.1
2018,Georgia,"Jones County, GA",204,28616,712.9
2018,Georgia,"Lamar County, GA",192,19000,1010.5
2018,Georgia,"Lanier County, GA",80,10340,773.7
2018,Georgia,"Laurens County, GA",443,47325,936.1
2018,Georgia,"Lee County, GA",188,29764,631.6
2018,Georgia,"Liberty County, GA",302,61497,491.1
2018,Georgia,"Lincoln County, GA",82,7915,1036
2018,Georgia,"Long County, GA",93,18998,489.5
2018,Georgia,"Lowndes County, GA",738,116321,634.5
2018,Georgia,"Lumpkin County, GA",225,32955,682.7
2018,Georgia,"McDuffie County, GA",193,21531,896.4
2018,Georgia,"McIntosh County, GA",119,14340,829.8
2018,Georgia,"Macon County, GA",112,13143,852.2
2018,Georgia,"Madison County, GA",278,29650,937.6
2018,Georgia,"Marion County, GA",64,8351,766.4
2018,Georgia,"Meriwether County, GA",207,21068,982.5
2018,Georgia,"Miller County, GA",70,5686,1231.1
2018,Georgia,"Mitchell County, GA",213,22192,959.8
2018,Georgia,"Monroe County, GA",243,27520,883
2018,Georgia,"Montgomery County, GA",79,9193,859.3
2018,Georgia,"Morgan County, GA",157,18853,832.8
2018,Georgia,"Murray County, GA",307,39921,769
2018,Georgia,"Muscogee County, GA",1522,194160,783.9
2018,Georgia,"Newton County, GA",686,109541,626.2
2018,Georgia,"Oconee County, GA",212,39272,539.8
2018,Georgia,"Oglethorpe County, GA",111,15054,737.3
2018,Georgia,"Paulding County, GA",750,164044,457.2
2018,Georgia,"Peach County, GA",248,27297,908.5
2018,Georgia,"Pickens County, GA",260,31980,813
2018,Georgia,"Pierce County, GA",184,19389,949
2018,Georgia,"Pike County, GA",161,18634,864
2018,Georgia,"Polk County, GA",381,42470,897.1
2018,Georgia,"Pulaski County, GA",91,11069,822.1
2018,Georgia,"Putnam County, GA",209,21809,958.3
2018,Georgia,"Quitman County, GA",32,2279,1404.1
2018,Georgia,"Rabun County, GA",165,16867,978.2
2018,Georgia,"Randolph County, GA",79,6833,1156.2
2018,Georgia,"Richmond County, GA",1549,201554,768.5
2018,Georgia,"Rockdale County, GA",608,90594,671.1
2018,Georgia,"Schley County, GA",28,5236,534.8
2018,Georgia,"Screven County, GA",147,13938,1054.7
2018,Georgia,"Seminole County, GA",116,8315,1395.1
2018,Georgia,"Spalding County, GA",650,66100,983.4
2018,Georgia,"Stephens County, GA",295,26035,1133.1
2018,Georgia,"Stewart County, GA",58,6199,935.6
2018,Georgia,"Sumter County, GA",293,29733,985.4
2018,Georgia,"Talbot County, GA",78,6272,1243.6
2018,Georgia,"Taliaferro County, GA",25,1608,1554.7
2018,Georgia,"Tattnall County, GA",193,25391,760.1
